taus,g,fit
18.65000,0.12529,0.12529
18.67000,0.12509,0.12509
18.69000,0.12488,0.12488
18.71000,0.12467,0.12467
18.73000,0.12446,0.12446
18.75000,0.12425,0.12425
18.77000,0.12405,0.12405
18.79000,0.12384,0.12384
18.81000,0.12363,0.12363
18.83000,0.12343,0.12343
18.85000,0.12322,0.12322
18.87000,0.12302,0.12302
18.89000,0.12281,0.12281
18.91000,0.12261,0.12261
18.93000,0.12240,0.12240
18.95000,0.12220,0.12220
18.97000,0.12199,0.12199
18.99000,0.12179,0.12179
19.01000,0.12159,0.12159
19.03000,0.12139,0.12139
19.05000,0.12118,0.12118
19.07000,0.12098,0.12098
19.09000,0.12078,0.12078
19.11000,0.12058,0.12058
19.13000,0.12038,0.12038
19.15000,0.12018,0.12018
19.17000,0.11998,0.11998
19.19000,0.11978,0.11978
19.21000,0.11958,0.11958
19.23000,0.11938,0.11938
19.25000,0.11918,0.11918
19.27000,0.11898,0.11898
19.29000,0.11878,0.11878
19.31000,0.11858,0.11858
19.33000,0.11839,0.11839
19.35000,0.11819,0.11819
19.37000,0.11799,0.11799
19.39000,0.11780,0.11780
19.41000,0.11760,0.11760
19.43000,0.11740,0.11740
19.45000,0.11721,0.11721
19.47000,0.11701,0.11701
19.49000,0.11682,0.11682
19.51000,0.11662,0.11662
19.53000,0.11643,0.11643
19.55000,0.11623,0.11623
19.57000,0.11604,0.11604
19.59000,0.11585,0.11585
19.61000,0.11565,0.11565
19.63000,0.11546,0.11546
19.65000,0.11527,0.11527
19.67000,0.11508,0.11508
19.69000,0.11489,0.11489
19.71000,0.11469,0.11469
19.73000,0.11450,0.11450
19.75000,0.11431,0.11431
19.77000,0.11412,0.11412
19.79000,0.11393,0.11393
19.81000,0.11374,0.11374
19.83000,0.11355,0.11355
19.85000,0.11336,0.11336
19.87000,0.11317,0.11317
19.89000,0.11299,0.11299
19.91000,0.11280,0.11280
19.93000,0.11261,0.11261
19.95000,0.11242,0.11242
19.97000,0.11223,0.11223
19.99000,0.11205,0.11205
20.01000,0.11186,0.11186
20.03000,0.11167,0.11167
20.05000,0.11149,0.11149
20.07000,0.11130,0.11130
20.09000,0.11112,0.11112
20.11000,0.11093,0.11093
20.13000,0.11075,0.11075
20.15000,0.11056,0.11056
20.17000,0.11038,0.11038
20.19000,0.11019,0.11019
20.21000,0.11001,0.11001
20.23000,0.10983,0.10983
20.25000,0.10964,0.10964
20.27000,0.10946,0.10946
20.29000,0.10928,0.10928
20.31000,0.10910,0.10910
20.33000,0.10892,0.10892
20.35000,0.10873,0.10873
20.37000,0.10855,0.10855
20.39000,0.10837,0.10837
20.41000,0.10819,0.10819
20.43000,0.10801,0.10801
20.45000,0.10783,0.10783
20.47000,0.10765,0.10765
20.49000,0.10747,0.10747
20.51000,0.10729,0.10729
20.53000,0.10711,0.10711
20.55000,0.10694,0.10694
20.57000,0.10676,0.10676
20.59000,0.10658,0.10658
20.61000,0.10640,0.10640
20.63000,0.10622,0.10622
20.65000,0.10605,0.10605
20.67000,0.10587,0.10587
20.69000,0.10569,0.10569
20.71000,0.10552,0.10552
20.73000,0.10534,0.10534
20.75000,0.10517,0.10517
20.77000,0.10499,0.10499
20.79000,0.10482,0.10482
20.81000,0.10464,0.10464
20.83000,0.10447,0.10447
20.85000,0.10429,0.10429
20.87000,0.10412,0.10412
20.89000,0.10395,0.10395
20.91000,0.10377,0.10377
20.93000,0.10360,0.10360
20.95000,0.10343,0.10343
20.97000,0.10325,0.10325
20.99000,0.10308,0.10308
21.01000,0.10291,0.10291
21.03000,0.10274,0.10274
21.05000,0.10257,0.10257
21.07000,0.10240,0.10240
21.09000,0.10223,0.10223
21.11000,0.10206,0.10206
21.13000,0.10189,0.10189
21.15000,0.10172,0.10172
21.17000,0.10155,0.10155
21.19000,0.10138,0.10138
21.21000,0.10121,0.10121
21.23000,0.10104,0.10104
21.25000,0.10087,0.10087
21.27000,0.10070,0.10070
21.29000,0.10054,0.10054
21.31000,0.10037,0.10037
21.33000,0.10020,0.10020
21.35000,0.10003,0.10003
21.37000,0.09987,0.09987
21.39000,0.09970,0.09970
21.41000,0.09953,0.09953
21.43000,0.09937,0.09937
21.45000,0.09920,0.09920
21.47000,0.09904,0.09904
21.49000,0.09887,0.09887
21.51000,0.09871,0.09871
21.53000,0.09854,0.09854
21.55000,0.09838,0.09838
21.57000,0.09822,0.09822
21.59000,0.09805,0.09805
21.61000,0.09789,0.09789
21.63000,0.09773,0.09773
21.65000,0.09756,0.09756
21.67000,0.09740,0.09740
21.69000,0.09724,0.09724
21.71000,0.09708,0.09708
21.73000,0.09691,0.09691
21.75000,0.09675,0.09675
21.77000,0.09659,0.09659
21.79000,0.09643,0.09643
21.81000,0.09627,0.09627
21.83000,0.09611,0.09611
21.85000,0.09595,0.09595
21.87000,0.09579,0.09579
21.89000,0.09563,0.09563
21.91000,0.09547,0.09547
21.93000,0.09531,0.09531
21.95000,0.09515,0.09515
21.97000,0.09499,0.09499
21.99000,0.09484,0.09484
22.01000,0.09468,0.09468
22.03000,0.09452,0.09452
22.05000,0.09436,0.09436
22.07000,0.09420,0.09420
22.09000,0.09405,0.09405
22.11000,0.09389,0.09389
22.13000,0.09373,0.09373
22.15000,0.09358,0.09358
22.17000,0.09342,0.09342
22.19000,0.09327,0.09327
22.21000,0.09311,0.09311
22.23000,0.09296,0.09296
22.25000,0.09280,0.09280
22.27000,0.09265,0.09265
22.29000,0.09249,0.09249
22.31000,0.09234,0.09234
22.33000,0.09218,0.09218
22.35000,0.09203,0.09203
22.37000,0.09188,0.09188
22.39000,0.09172,0.09172
22.41000,0.09157,0.09157
22.43000,0.09142,0.09142
22.45000,0.09127,0.09127
22.47000,0.09111,0.09111
22.49000,0.09096,0.09096
22.51000,0.09081,0.09081
22.53000,0.09066,0.09066
22.55000,0.09051,0.09051
22.57000,0.09036,0.09036
22.59000,0.09021,0.09021
22.61000,0.09006,0.09006
22.63000,0.08991,0.08991
22.65000,0.08976,0.08976
22.67000,0.08961,0.08961
22.69000,0.08946,0.08946
22.71000,0.08931,0.08931
22.73000,0.08916,0.08916
22.75000,0.08901,0.08901
22.77000,0.08886,0.08886
22.79000,0.08871,0.08871
22.81000,0.08857,0.08857
22.83000,0.08842,0.08842
22.85000,0.08827,0.08827
22.87000,0.08813,0.08813
22.89000,0.08798,0.08798
22.91000,0.08783,0.08783
22.93000,0.08769,0.08769
22.95000,0.08754,0.08754
22.97000,0.08739,0.08739
22.99000,0.08725,0.08725
23.01000,0.08710,0.08710
23.03000,0.08696,0.08696
23.05000,0.08681,0.08681
23.07000,0.08667,0.08667
23.09000,0.08652,0.08652
23.11000,0.08638,0.08638
23.13000,0.08623,0.08624
23.15000,0.08609,0.08609
23.17000,0.08595,0.08595
23.19000,0.08580,0.08580
23.21000,0.08566,0.08566
23.23000,0.08552,0.08552
23.25000,0.08538,0.08538
23.27000,0.08523,0.08523
23.29000,0.08509,0.08509
23.31000,0.08495,0.08495
23.33000,0.08481,0.08481
23.35000,0.08467,0.08467
23.37000,0.08453,0.08453
23.39000,0.08439,0.08439
23.41000,0.08424,0.08424
23.43000,0.08410,0.08410
23.45000,0.08396,0.08396
23.47000,0.08382,0.08382
23.49000,0.08368,0.08368
23.51000,0.08355,0.08355
23.53000,0.08341,0.08341
23.55000,0.08327,0.08327
23.57000,0.08313,0.08313
23.59000,0.08299,0.08299
23.61000,0.08285,0.08285
23.63000,0.08271,0.08271
23.65000,0.08258,0.08258
23.67000,0.08244,0.08244
23.69000,0.08230,0.08230
23.71000,0.08216,0.08216
23.73000,0.08203,0.08203
23.75000,0.08189,0.08189
23.77000,0.08175,0.08175
23.79000,0.08162,0.08162
23.81000,0.08148,0.08148
23.83000,0.08135,0.08135
23.85000,0.08121,0.08121
23.87000,0.08107,0.08107
23.89000,0.08094,0.08094
23.91000,0.08080,0.08080
23.93000,0.08067,0.08067
23.95000,0.08054,0.08054
23.97000,0.08040,0.08040
23.99000,0.08027,0.08027
24.01000,0.08013,0.08013
24.03000,0.08000,0.08000
24.05000,0.07987,0.07987
24.07000,0.07973,0.07973
24.09000,0.07960,0.07960
24.11000,0.07947,0.07947
24.13000,0.07934,0.07934
24.15000,0.07920,0.07920
24.17000,0.07907,0.07907
24.19000,0.07894,0.07894
24.21000,0.07881,0.07881
24.23000,0.07868,0.07868
24.25000,0.07855,0.07855
24.27000,0.07841,0.07841
24.29000,0.07828,0.07828
24.31000,0.07815,0.07815
24.33000,0.07802,0.07802
24.35000,0.07789,0.07789
24.37000,0.07776,0.07776
24.39000,0.07763,0.07763
24.41000,0.07750,0.07750
24.43000,0.07738,0.07738
24.45000,0.07725,0.07725
24.47000,0.07712,0.07712
24.49000,0.07699,0.07699
24.51000,0.07686,0.07686
24.53000,0.07673,0.07673
24.55000,0.07660,0.07660
24.57000,0.07648,0.07648
24.59000,0.07635,0.07635
24.61000,0.07622,0.07622
24.63000,0.07610,0.07610
24.65000,0.07597,0.07597
24.67000,0.07584,0.07584
24.69000,0.07572,0.07572
24.71000,0.07559,0.07559
24.73000,0.07546,0.07546
24.75000,0.07534,0.07534
24.77000,0.07521,0.07521
24.79000,0.07509,0.07509
24.81000,0.07496,0.07496
24.83000,0.07484,0.07484
24.85000,0.07471,0.07471
24.87000,0.07459,0.07459
24.89000,0.07446,0.07446
24.91000,0.07434,0.07434
24.93000,0.07422,0.07422
24.95000,0.07409,0.07409
24.97000,0.07397,0.07397
24.99000,0.07385,0.07385
25.01000,0.07372,0.07372
25.03000,0.07360,0.07360
25.05000,0.07348,0.07348
25.07000,0.07335,0.07335
25.09000,0.07323,0.07323
25.11000,0.07311,0.07311
25.13000,0.07299,0.07299
25.15000,0.07287,0.07287
25.17000,0.07274,0.07274
25.19000,0.07262,0.07262
25.21000,0.07250,0.07250
25.23000,0.07238,0.07238
25.25000,0.07226,0.07226
25.27000,0.07214,0.07214
25.29000,0.07202,0.07202
25.31000,0.07190,0.07190
25.33000,0.07178,0.07178
25.35000,0.07166,0.07166
25.37000,0.07154,0.07154
25.39000,0.07142,0.07142
25.41000,0.07130,0.07130
25.43000,0.07118,0.07118
25.45000,0.07107,0.07107
25.47000,0.07095,0.07095
25.49000,0.07083,0.07083
25.51000,0.07071,0.07071
25.53000,0.07059,0.07059
25.55000,0.07048,0.07048
25.57000,0.07036,0.07036
25.59000,0.07024,0.07024
25.61000,0.07012,0.07012
25.63000,0.07001,0.07001
25.65000,0.06989,0.06989
25.67000,0.06977,0.06977
25.69000,0.06966,0.06966
25.71000,0.06954,0.06954
25.73000,0.06943,0.06943
25.75000,0.06931,0.06931
25.77000,0.06919,0.06919
25.79000,0.06908,0.06908
25.81000,0.06896,0.06896
25.83000,0.06885,0.06885
25.85000,0.06873,0.06873
25.87000,0.06862,0.06862
25.89000,0.06851,0.06851
25.91000,0.06839,0.06839
25.93000,0.06828,0.06828
25.95000,0.06816,0.06816
25.97000,0.06805,0.06805
25.99000,0.06794,0.06794
26.01000,0.06782,0.06782
26.03000,0.06771,0.06771
26.05000,0.06760,0.06760
26.07000,0.06749,0.06749
26.09000,0.06737,0.06737
26.11000,0.06726,0.06726
26.13000,0.06715,0.06715
26.15000,0.06704,0.06704
26.17000,0.06692,0.06692
26.19000,0.06681,0.06681
26.21000,0.06670,0.06670
26.23000,0.06659,0.06659
26.25000,0.06648,0.06648
26.27000,0.06637,0.06637
26.29000,0.06626,0.06626
26.31000,0.06615,0.06615
26.33000,0.06604,0.06604
26.35000,0.06593,0.06593
26.37000,0.06582,0.06582
26.39000,0.06571,0.06571
26.41000,0.06560,0.06560
26.43000,0.06549,0.06549
26.45000,0.06538,0.06538
26.47000,0.06527,0.06527
26.49000,0.06516,0.06516
26.51000,0.06505,0.06505
26.53000,0.06495,0.06495
26.55000,0.06484,0.06484
26.57000,0.06473,0.06473
26.59000,0.06462,0.06462
26.61000,0.06451,0.06451
26.63000,0.06441,0.06441
26.65000,0.06430,0.06430
26.67000,0.06419,0.06419
26.69000,0.06408,0.06408
26.71000,0.06398,0.06398
26.73000,0.06387,0.06387
26.75000,0.06376,0.06376
26.77000,0.06366,0.06366
26.79000,0.06355,0.06355
26.81000,0.06345,0.06345
26.83000,0.06334,0.06334
26.85000,0.06324,0.06324
26.87000,0.06313,0.06313
26.89000,0.06302,0.06302
26.91000,0.06292,0.06292
26.93000,0.06281,0.06281
26.95000,0.06271,0.06271
26.97000,0.06261,0.06261
26.99000,0.06250,0.06250
27.01000,0.06240,0.06240
27.03000,0.06229,0.06229
27.05000,0.06219,0.06219
27.07000,0.06209,0.06209
27.09000,0.06198,0.06198
27.11000,0.06188,0.06188
27.13000,0.06178,0.06178
27.15000,0.06167,0.06167
27.17000,0.06157,0.06157
27.19000,0.06147,0.06147
27.21000,0.06137,0.06137
27.23000,0.06126,0.06126
27.25000,0.06116,0.06116
27.27000,0.06106,0.06106
27.29000,0.06096,0.06096
27.31000,0.06086,0.06086
27.33000,0.06075,0.06075
27.35000,0.06065,0.06065
27.37000,0.06055,0.06055
27.39000,0.06045,0.06045
27.41000,0.06035,0.06035
27.43000,0.06025,0.06025
27.45000,0.06015,0.06015
27.47000,0.06005,0.06005
27.49000,0.05995,0.05995
27.51000,0.05985,0.05985
27.53000,0.05975,0.05975
27.55000,0.05965,0.05965
27.57000,0.05955,0.05955
27.59000,0.05945,0.05945
27.61000,0.05935,0.05935
27.63000,0.05925,0.05925
27.65000,0.05915,0.05915
27.67000,0.05906,0.05906
27.69000,0.05896,0.05896
27.71000,0.05886,0.05886
27.73000,0.05876,0.05876
27.75000,0.05866,0.05866
27.77000,0.05857,0.05857
27.79000,0.05847,0.05847
27.81000,0.05837,0.05837
27.83000,0.05827,0.05827
27.85000,0.05818,0.05818
27.87000,0.05808,0.05808
27.89000,0.05798,0.05798
27.91000,0.05789,0.05789
27.93000,0.05779,0.05779
27.95000,0.05769,0.05769
27.97000,0.05760,0.05760
27.99000,0.05750,0.05750
28.01000,0.05741,0.05741
28.03000,0.05731,0.05731
28.05000,0.05721,0.05721
28.07000,0.05712,0.05712
28.09000,0.05702,0.05702
28.11000,0.05693,0.05693
28.13000,0.05683,0.05683
28.15000,0.05674,0.05674
28.17000,0.05664,0.05664
28.19000,0.05655,0.05655
28.21000,0.05646,0.05646
28.23000,0.05636,0.05636
28.25000,0.05627,0.05627
28.27000,0.05617,0.05617
28.29000,0.05608,0.05608
28.31000,0.05599,0.05599
28.33000,0.05589,0.05589
28.35000,0.05580,0.05580
28.37000,0.05571,0.05571
28.39000,0.05561,0.05561
28.41000,0.05552,0.05552
28.43000,0.05543,0.05543
28.45000,0.05534,0.05534
28.47000,0.05524,0.05524
28.49000,0.05515,0.05515
28.51000,0.05506,0.05506
28.53000,0.05497,0.05497
28.55000,0.05488,0.05488
28.57000,0.05479,0.05479
28.59000,0.05469,0.05469
28.61000,0.05460,0.05460
28.63000,0.05451,0.05451
28.65000,0.05442,0.05442
28.67000,0.05433,0.05433
28.69000,0.05424,0.05424
28.71000,0.05415,0.05415
28.73000,0.05406,0.05406
28.75000,0.05397,0.05397
28.77000,0.05388,0.05388
28.79000,0.05379,0.05379
28.81000,0.05370,0.05370
28.83000,0.05361,0.05361
28.85000,0.05352,0.05352
28.87000,0.05343,0.05343
28.89000,0.05334,0.05334
28.91000,0.05325,0.05325
28.93000,0.05317,0.05317
28.95000,0.05308,0.05308
28.97000,0.05299,0.05299
28.99000,0.05290,0.05290
29.01000,0.05281,0.05281
29.03000,0.05272,0.05272
29.05000,0.05264,0.05264
29.07000,0.05255,0.05255
29.09000,0.05246,0.05246
29.11000,0.05237,0.05237
29.13000,0.05229,0.05229
29.15000,0.05220,0.05220
29.17000,0.05211,0.05211
29.19000,0.05203,0.05203
29.21000,0.05194,0.05194
29.23000,0.05185,0.05185
29.25000,0.05177,0.05177
29.27000,0.05168,0.05168
29.29000,0.05159,0.05159
29.31000,0.05151,0.05151
29.33000,0.05142,0.05142
29.35000,0.05134,0.05134
29.37000,0.05125,0.05125
29.39000,0.05116,0.05116
29.41000,0.05108,0.05108
29.43000,0.05099,0.05099
29.45000,0.05091,0.05091
29.47000,0.05082,0.05082
29.49000,0.05074,0.05074
29.51000,0.05066,0.05066
29.53000,0.05057,0.05057
29.55000,0.05049,0.05049
29.57000,0.05040,0.05040
29.59000,0.05032,0.05032
29.61000,0.05023,0.05023
29.63000,0.05015,0.05015
29.65000,0.05007,0.05007
29.67000,0.04998,0.04998
29.69000,0.04990,0.04990
29.71000,0.04982,0.04982
29.73000,0.04973,0.04973
29.75000,0.04965,0.04965
29.77000,0.04957,0.04957
29.79000,0.04949,0.04949
29.81000,0.04940,0.04940
29.83000,0.04932,0.04932
29.85000,0.04924,0.04924
29.87000,0.04916,0.04916
29.89000,0.04908,0.04908
29.91000,0.04899,0.04899
29.93000,0.04891,0.04891
29.95000,0.04883,0.04883
29.97000,0.04875,0.04875
29.99000,0.04867,0.04867
30.01000,0.04859,0.04859
30.03000,0.04851,0.04851
30.05000,0.04842,0.04842
30.07000,0.04834,0.04834
30.09000,0.04826,0.04826
30.11000,0.04818,0.04818
30.13000,0.04810,0.04810
30.15000,0.04802,0.04802
30.17000,0.04794,0.04794
30.19000,0.04786,0.04786
30.21000,0.04778,0.04778
30.23000,0.04770,0.04770
30.25000,0.04762,0.04762
30.27000,0.04754,0.04754
30.29000,0.04747,0.04747
30.31000,0.04739,0.04739
30.33000,0.04731,0.04731
30.35000,0.04723,0.04723
30.37000,0.04715,0.04715
30.39000,0.04707,0.04707
30.41000,0.04699,0.04699
30.43000,0.04691,0.04691
30.45000,0.04684,0.04684
30.47000,0.04676,0.04676
30.49000,0.04668,0.04668
30.51000,0.04660,0.04660
30.53000,0.04652,0.04652
30.55000,0.04645,0.04645
30.57000,0.04637,0.04637
30.59000,0.04629,0.04629
30.61000,0.04622,0.04622
30.63000,0.04614,0.04614
30.65000,0.04606,0.04606
30.67000,0.04598,0.04598
30.69000,0.04591,0.04591
30.71000,0.04583,0.04583
30.73000,0.04576,0.04576
30.75000,0.04568,0.04568
30.77000,0.04560,0.04560
30.79000,0.04553,0.04553
30.81000,0.04545,0.04545
30.83000,0.04538,0.04538
30.85000,0.04530,0.04530
30.87000,0.04522,0.04522
30.89000,0.04515,0.04515
30.91000,0.04507,0.04507
30.93000,0.04500,0.04500
30.95000,0.04492,0.04492
30.97000,0.04485,0.04485
30.99000,0.04477,0.04477
31.01000,0.04470,0.04470
31.03000,0.04462,0.04462
31.05000,0.04455,0.04455
31.07000,0.04448,0.04448
31.09000,0.04440,0.04440
31.11000,0.04433,0.04433
31.13000,0.04425,0.04425
31.15000,0.04418,0.04418
31.17000,0.04411,0.04411
31.19000,0.04403,0.04403
31.21000,0.04396,0.04396
31.23000,0.04389,0.04389
31.25000,0.04381,0.04381
31.27000,0.04374,0.04374
31.29000,0.04367,0.04367
31.31000,0.04360,0.04360
31.33000,0.04352,0.04352
31.35000,0.04345,0.04345
31.37000,0.04338,0.04338
31.39000,0.04331,0.04331
31.41000,0.04323,0.04323
31.43000,0.04316,0.04316
31.45000,0.04309,0.04309
31.47000,0.04302,0.04302
31.49000,0.04295,0.04295
31.51000,0.04287,0.04287
31.53000,0.04280,0.04280
31.55000,0.04273,0.04273
31.57000,0.04266,0.04266
31.59000,0.04259,0.04259
31.61000,0.04252,0.04252
31.63000,0.04245,0.04245
31.65000,0.04238,0.04238
31.67000,0.04231,0.04231
31.69000,0.04224,0.04224
31.71000,0.04216,0.04216
31.73000,0.04209,0.04209
31.75000,0.04202,0.04202
31.77000,0.04195,0.04195
31.79000,0.04188,0.04188
31.81000,0.04181,0.04181
31.83000,0.04175,0.04175
31.85000,0.04168,0.04168
31.87000,0.04161,0.04161
31.89000,0.04154,0.04154
31.91000,0.04147,0.04147
31.93000,0.04140,0.04140
31.95000,0.04133,0.04133
31.97000,0.04126,0.04126
31.99000,0.04119,0.04119
32.01000,0.04112,0.04112
32.03000,0.04105,0.04105
32.05000,0.04099,0.04099
32.07000,0.04092,0.04092
32.09000,0.04085,0.04085
32.11000,0.04078,0.04078
32.13000,0.04071,0.04071
32.15000,0.04065,0.04065
32.17000,0.04058,0.04058
32.19000,0.04051,0.04051
32.21000,0.04044,0.04044
32.23000,0.04038,0.04038
32.25000,0.04031,0.04031
32.27000,0.04024,0.04024
32.29000,0.04017,0.04017
32.31000,0.04011,0.04011
32.33000,0.04004,0.04004
32.35000,0.03997,0.03997
32.37000,0.03991,0.03991
32.39000,0.03984,0.03984
32.41000,0.03977,0.03977
32.43000,0.03971,0.03971
32.45000,0.03964,0.03964
32.47000,0.03958,0.03958
32.49000,0.03951,0.03951
32.51000,0.03944,0.03944
32.53000,0.03938,0.03938
32.55000,0.03931,0.03931
32.57000,0.03925,0.03925
32.59000,0.03918,0.03918
32.61000,0.03912,0.03912
32.63000,0.03905,0.03905
32.65000,0.03899,0.03899
32.67000,0.03892,0.03892
32.69000,0.03886,0.03886
32.71000,0.03879,0.03879
32.73000,0.03873,0.03873
32.75000,0.03866,0.03866
32.77000,0.03860,0.03860
32.79000,0.03853,0.03853
32.81000,0.03847,0.03847
32.83000,0.03841,0.03841
32.85000,0.03834,0.03834
32.87000,0.03828,0.03828
32.89000,0.03821,0.03821
32.91000,0.03815,0.03815
32.93000,0.03809,0.03809
32.95000,0.03802,0.03802
32.97000,0.03796,0.03796
32.99000,0.03790,0.03790
33.01000,0.03783,0.03783
33.03000,0.03777,0.03777
33.05000,0.03771,0.03771
33.07000,0.03764,0.03764
33.09000,0.03758,0.03758
33.11000,0.03752,0.03752
33.13000,0.03746,0.03746
33.15000,0.03739,0.03739
33.17000,0.03733,0.03733
33.19000,0.03727,0.03727
33.21000,0.03721,0.03721
33.23000,0.03715,0.03715
33.25000,0.03708,0.03708
33.27000,0.03702,0.03702
33.29000,0.03696,0.03696
33.31000,0.03690,0.03690
33.33000,0.03684,0.03684
33.35000,0.03678,0.03678
33.37000,0.03671,0.03671
33.39000,0.03665,0.03665
33.41000,0.03659,0.03659
33.43000,0.03653,0.03653
33.45000,0.03647,0.03647
33.47000,0.03641,0.03641
33.49000,0.03635,0.03635
33.51000,0.03629,0.03629
33.53000,0.03623,0.03623
33.55000,0.03617,0.03617
33.57000,0.03611,0.03611
33.59000,0.03605,0.03605
33.61000,0.03599,0.03599
33.63000,0.03593,0.03593
33.65000,0.03587,0.03587
33.67000,0.03581,0.03581
33.69000,0.03575,0.03575
33.71000,0.03569,0.03569
33.73000,0.03563,0.03563
33.75000,0.03557,0.03557
33.77000,0.03551,0.03551
33.79000,0.03545,0.03545
33.81000,0.03539,0.03539
33.83000,0.03533,0.03533
33.85000,0.03527,0.03527
33.87000,0.03521,0.03521
33.89000,0.03516,0.03516
33.91000,0.03510,0.03510
33.93000,0.03504,0.03504
33.95000,0.03498,0.03498
33.97000,0.03492,0.03492
33.99000,0.03486,0.03486
34.01000,0.03481,0.03481
34.03000,0.03475,0.03475
34.05000,0.03469,0.03469
34.07000,0.03463,0.03463
34.09000,0.03457,0.03457
34.11000,0.03452,0.03452
34.13000,0.03446,0.03446
34.15000,0.03440,0.03440
34.17000,0.03434,0.03434
34.19000,0.03429,0.03429
34.21000,0.03423,0.03423
34.23000,0.03417,0.03417
34.25000,0.03412,0.03412
34.27000,0.03406,0.03406
34.29000,0.03400,0.03400
34.31000,0.03395,0.03395
34.33000,0.03389,0.03389
34.35000,0.03383,0.03383
34.37000,0.03378,0.03378
34.39000,0.03372,0.03372
34.41000,0.03366,0.03366
34.43000,0.03361,0.03361
34.45000,0.03355,0.03355
34.47000,0.03350,0.03350
34.49000,0.03344,0.03344
34.51000,0.03338,0.03338
34.53000,0.03333,0.03333
34.55000,0.03327,0.03327
34.57000,0.03322,0.03322
34.59000,0.03316,0.03316
34.61000,0.03311,0.03311
34.63000,0.03305,0.03305
34.65000,0.03300,0.03300
34.67000,0.03294,0.03294
34.69000,0.03289,0.03289
34.71000,0.03283,0.03283
34.73000,0.03278,0.03278
34.75000,0.03272,0.03272
34.77000,0.03267,0.03267
34.79000,0.03261,0.03261
34.81000,0.03256,0.03256
34.83000,0.03251,0.03251
34.85000,0.03245,0.03245
34.87000,0.03240,0.03240
34.89000,0.03234,0.03234
34.91000,0.03229,0.03229
34.93000,0.03224,0.03224
34.95000,0.03218,0.03218
34.97000,0.03213,0.03213
34.99000,0.03207,0.03207
35.01000,0.03202,0.03202
35.03000,0.03197,0.03197
35.05000,0.03191,0.03191
35.07000,0.03186,0.03186
35.09000,0.03181,0.03181
35.11000,0.03176,0.03176
35.13000,0.03170,0.03170
35.15000,0.03165,0.03165
35.17000,0.03160,0.03160
35.19000,0.03154,0.03154
35.21000,0.03149,0.03149
35.23000,0.03144,0.03144
35.25000,0.03139,0.03139
35.27000,0.03133,0.03133
35.29000,0.03128,0.03128
35.31000,0.03123,0.03123
35.33000,0.03118,0.03118
35.35000,0.03113,0.03113
35.37000,0.03107,0.03107
35.39000,0.03102,0.03102
35.41000,0.03097,0.03097
35.43000,0.03092,0.03092
35.45000,0.03087,0.03087
35.47000,0.03082,0.03082
35.49000,0.03076,0.03076
35.51000,0.03071,0.03071
35.53000,0.03066,0.03066
35.55000,0.03061,0.03061
35.57000,0.03056,0.03056
35.59000,0.03051,0.03051
35.61000,0.03046,0.03046
35.63000,0.03041,0.03041
35.65000,0.03036,0.03036
35.67000,0.03031,0.03031
35.69000,0.03026,0.03026
35.71000,0.03021,0.03021
35.73000,0.03016,0.03016
35.75000,0.03011,0.03011
35.77000,0.03005,0.03005
35.79000,0.03000,0.03000
35.81000,0.02995,0.02995
35.83000,0.02990,0.02990
35.85000,0.02986,0.02986
35.87000,0.02981,0.02981
35.89000,0.02976,0.02976
35.91000,0.02971,0.02971
35.93000,0.02966,0.02966
35.95000,0.02961,0.02961
35.97000,0.02956,0.02956
35.99000,0.02951,0.02951
36.01000,0.02946,0.02946
36.03000,0.02941,0.02941
36.05000,0.02936,0.02936
36.07000,0.02931,0.02931
36.09000,0.02926,0.02926
36.11000,0.02921,0.02921
36.13000,0.02917,0.02917
36.15000,0.02912,0.02912
36.17000,0.02907,0.02907
36.19000,0.02902,0.02902
36.21000,0.02897,0.02897
36.23000,0.02892,0.02892
36.25000,0.02888,0.02888
36.27000,0.02883,0.02883
36.29000,0.02878,0.02878
36.31000,0.02873,0.02873
36.33000,0.02868,0.02868
36.35000,0.02864,0.02864
36.37000,0.02859,0.02859
36.39000,0.02854,0.02854
36.41000,0.02849,0.02849
36.43000,0.02845,0.02845
36.45000,0.02840,0.02840
36.47000,0.02835,0.02835
36.49000,0.02830,0.02830
36.51000,0.02826,0.02826
36.53000,0.02821,0.02821
36.55000,0.02816,0.02816
36.57000,0.02812,0.02812
36.59000,0.02807,0.02807
36.61000,0.02802,0.02802
36.63000,0.02797,0.02797
36.65000,0.02793,0.02793
36.67000,0.02788,0.02788
36.69000,0.02784,0.02784
36.71000,0.02779,0.02779
36.73000,0.02774,0.02774
36.75000,0.02770,0.02770
36.77000,0.02765,0.02765
36.79000,0.02760,0.02760
36.81000,0.02756,0.02756
36.83000,0.02751,0.02751
36.85000,0.02747,0.02747
36.87000,0.02742,0.02742
36.89000,0.02737,0.02737
36.91000,0.02733,0.02733
36.93000,0.02728,0.02728
36.95000,0.02724,0.02724
36.97000,0.02719,0.02719
36.99000,0.02715,0.02715
37.01000,0.02710,0.02710
37.03000,0.02706,0.02706
37.05000,0.02701,0.02701
37.07000,0.02697,0.02697
37.09000,0.02692,0.02692
37.11000,0.02688,0.02688
37.13000,0.02683,0.02683
37.15000,0.02679,0.02679
37.17000,0.02674,0.02674
37.19000,0.02670,0.02670
37.21000,0.02665,0.02665
37.23000,0.02661,0.02661
37.25000,0.02657,0.02657
37.27000,0.02652,0.02652
