p,e1,e2
1.13934,-2.83918,-2.78886
1.14074,-2.83953,-2.78806
1.14214,-2.83988,-2.78726
1.14354,-2.84024,-2.78646
1.14494,-2.84061,-2.78566
1.14635,-2.84098,-2.78485
1.14775,-2.84137,-2.78405
1.14915,-2.84176,-2.78324
1.15055,-2.84216,-2.78244
1.15195,-2.84257,-2.78163
1.15335,-2.84298,-2.78082
1.15475,-2.84341,-2.78002
1.15616,-2.84384,-2.77921
1.15756,-2.84428,-2.77840
1.15896,-2.84473,-2.77758
1.16036,-2.84519,-2.77677
1.16176,-2.84566,-2.77596
1.16316,-2.84613,-2.77514
1.16456,-2.84662,-2.77433
1.16597,-2.84711,-2.77351
1.16737,-2.84761,-2.77269
1.16877,-2.84813,-2.77188
1.17017,-2.84865,-2.77106
1.17157,-2.84918,-2.77024
1.17297,-2.84972,-2.76941
1.17437,-2.85027,-2.76859
1.17578,-2.85083,-2.76777
1.17718,-2.85140,-2.76694
1.17858,-2.85198,-2.76612
1.17998,-2.85257,-2.76529
1.18138,-2.85317,-2.76446
1.18278,-2.85379,-2.76364
1.18418,-2.85441,-2.76281
1.18559,-2.85504,-2.76198
1.18699,-2.85568,-2.76115
1.18839,-2.85634,-2.76031
1.18979,-2.85700,-2.75948
1.19119,-2.85768,-2.75865
1.19259,-2.85837,-2.75781
1.19399,-2.85906,-2.75697
1.19540,-2.85978,-2.75614
1.19680,-2.86050,-2.75530
1.19820,-2.86123,-2.75446
1.19960,-2.86198,-2.75362
1.20100,-2.86274,-2.75278
1.20240,-2.86351,-2.75194
1.20380,-2.86429,-2.75109
1.20521,-2.86509,-2.75025
1.20661,-2.86590,-2.74941
1.20801,-2.86672,-2.74856
1.20941,-2.86755,-2.74771
1.21081,-2.86840,-2.74686
1.21221,-2.86926,-2.74602
1.21361,-2.87014,-2.74517
1.21502,-2.87103,-2.74431
1.21642,-2.87193,-2.74346
1.21782,-2.87285,-2.74261
1.21922,-2.87378,-2.74176
1.22062,-2.87473,-2.74090
1.22202,-2.87569,-2.74005
1.22342,-2.87666,-2.73919
1.22482,-2.87766,-2.73833
1.22623,-2.87866,-2.73747
1.22763,-2.87969,-2.73661
1.22903,-2.88072,-2.73575
1.23043,-2.88178,-2.73489
1.23183,-2.88285,-2.73403
1.23323,-2.88394,-2.73316
1.23463,-2.88504,-2.73230
1.23604,-2.88616,-2.73143
1.23744,-2.88730,-2.73057
1.23884,-2.88845,-2.72970
1.24024,-2.88963,-2.72883
1.24164,-2.89082,-2.72796
1.24304,-2.89203,-2.72709
1.24444,-2.89326,-2.72622
1.24585,-2.89450,-2.72535
1.24725,-2.89577,-2.72447
1.24865,-2.89705,-2.72360
1.25005,-2.89836,-2.72272
1.25145,-2.89968,-2.72185
1.25285,-2.90103,-2.72097
1.25425,-2.90239,-2.72009
1.25566,-2.90378,-2.71921
1.25706,-2.90519,-2.71833
1.25846,-2.90662,-2.71745
1.25986,-2.90807,-2.71657
1.26126,-2.90954,-2.71569
1.26266,-2.91104,-2.71480
1.26406,-2.91256,-2.71392
1.26547,-2.91410,-2.71303
1.26687,-2.91567,-2.71214
1.26827,-2.91726,-2.71125
1.26967,-2.91888,-2.71036
1.27107,-2.92052,-2.70947
1.27247,-2.92218,-2.70858
1.27387,-2.92387,-2.70769
1.27528,-2.92559,-2.70680
1.27668,-2.92734,-2.70590
1.27808,-2.92911,-2.70501
1.27948,-2.93091,-2.70411
1.28088,-2.93274,-2.70322
1.28228,-2.93459,-2.70232
1.28368,-2.93648,-2.70142
1.28509,-2.93839,-2.70052
1.28649,-2.94034,-2.69962
1.28789,-2.94232,-2.69872
1.28929,-2.94433,-2.69781
1.29069,-2.94637,-2.69691
1.29209,-2.94844,-2.69600
1.29349,-2.95055,-2.69510
1.29489,-2.95269,-2.69419
1.29630,-2.95486,-2.69328
1.29770,-2.95708,-2.69238
1.29910,-2.95932,-2.69147
1.30050,-2.96161,-2.69055
1.30190,-2.96393,-2.68964
1.30330,-2.96629,-2.68873
1.30470,-2.96869,-2.68782
1.30611,-2.97113,-2.68690
1.30751,-2.97361,-2.68599
1.30891,-2.97614,-2.68507
1.31031,-2.97870,-2.68415
1.31171,-2.98131,-2.68323
1.31311,-2.98397,-2.68231
1.31451,-2.98667,-2.68139
1.31592,-2.98942,-2.68047
1.31732,-2.99221,-2.67955
1.31872,-2.99506,-2.67863
1.32012,-2.99796,-2.67770
1.32152,-3.00090,-2.67678
1.32292,-3.00390,-2.67585
1.32432,-3.00696,-2.67492
1.32573,-3.01007,-2.67399
1.32713,-3.01324,-2.67306
1.32853,-3.01647,-2.67213
1.32993,-3.01975,-2.67120
1.33133,-3.02310,-2.67027
1.33273,-3.02652,-2.66934
1.33413,-3.03000,-2.66840
1.33554,-3.03354,-2.66747
1.33694,-3.03716,-2.66653
1.33834,-3.04085,-2.66559
1.33974,-3.04461,-2.66465
1.34114,-3.04844,-2.66372
1.34254,-3.05236,-2.66278
1.34394,-3.05635,-2.66183
1.34535,-3.06043,-2.66089
1.34675,-3.06460,-2.65995
1.34815,-3.06885,-2.65900
1.34955,-3.07320,-2.65806
1.35095,-3.07764,-2.65711
1.35235,-3.08218,-2.65617
1.35375,-3.08682,-2.65522
1.35516,-3.09157,-2.65427
1.35656,-3.09643,-2.65332
1.35796,-3.10140,-2.65237
1.35936,-3.10649,-2.65142
1.36076,-3.11171,-2.65046
1.36216,-3.11706,-2.64951
1.36356,-3.12254,-2.64855
1.36496,-3.12816,-2.64760
1.36637,-3.13392,-2.64664
1.36777,-3.13985,-2.64568
1.36917,-3.14593,-2.64472
1.37057,-3.15218,-2.64376
1.37197,-3.15861,-2.64280
1.37337,-3.16523,-2.64184
1.37477,-3.17204,-2.64088
1.37618,-3.17906,-2.63992
1.37758,-3.18631,-2.63895
1.37898,-3.19379,-2.63798
1.38038,-3.20151,-2.63702
1.38178,-3.20950,-2.63605
1.38318,-3.21778,-2.63508
1.38458,-3.22635,-2.63411
1.38599,-3.23526,-2.63314
1.38739,-3.24451,-2.63217
1.38879,-3.25414,-2.63120
1.39019,-3.26419,-2.63022
1.39159,-3.27469,-2.62925
1.39299,-3.28568,-2.62827
1.39439,-3.29721,-2.62730
1.39580,-3.30935,-2.62632
1.39720,-3.32217,-2.62534
1.39860,-3.33576,-2.62436
1.40000,-3.35022,-2.62338
