tau                          G0_t                          S_higher_t                    G_w                           G_t                           
5.7225                        0.00184597                    -9.13397e-07                  0.000019-0.004248j            -0.114521                     
5.7375                        0.00181576                    6.56834e-07                   0.000019-0.004237j            -0.11393                      
5.7525                        0.00178605                    6.81502e-07                   0.000019-0.004226j            -0.113342                     
5.7675                        0.00175682                    -2.81528e-07                  0.000019-0.004215j            -0.112757                     
5.7825                        0.00172807                    7.63001e-07                   0.000019-0.004204j            -0.112175                     
5.7975                        0.00169979                    -6.98433e-07                  0.000019-0.004193j            -0.111596                     
5.8125                        0.00167197                    8.45978e-07                   0.000018-0.004182j            -0.11102                      
5.8275                        0.00164461                    3.92775e-07                   0.000018-0.004171j            -0.110447                     
5.8425                        0.0016177                     -3.32228e-07                  0.000018-0.004161j            -0.109877                     
5.8575                        0.00159123                    -3.088e-07                    0.000018-0.004150j            -0.10931                      
5.8725                        0.00156519                    -1.07811e-08                  0.000018-0.004139j            -0.108746                     
5.8875                        0.00153957                    -2.26357e-07                  0.000018-0.004129j            -0.108185                     
5.9025                        0.00151438                    2.98508e-07                   0.000018-0.004118j            -0.107627                     
5.9175                        0.0014896                     -4.17347e-07                  0.000018-0.004108j            -0.107071                     
5.9325                        0.00146522                    6.2151e-07                    0.000018-0.004097j            -0.106519                     
5.9475                        0.00144124                    1.48302e-07                   0.000018-0.004087j            -0.105969                     
5.9625                        0.00141766                    -8.42949e-07                  0.000018-0.004077j            -0.105422                     
5.9775                        0.00139446                    -8.15784e-07                  0.000017-0.004067j            -0.104878                     
5.9925                        0.00137164                    4.72959e-07                   0.000017-0.004056j            -0.104336                     
6.0075                        0.00134919                    -5.11968e-07                  0.000017-0.004046j            -0.103798                     
6.0225                        0.00132711                    -4.82476e-07                  0.000017-0.004036j            -0.103262                     
6.0375                        0.00130539                    -2.07918e-07                  0.000017-0.004026j            -0.102729                     
6.0525                        0.00128403                    -1.83642e-07                  0.000017-0.004016j            -0.102199                     
6.0675                        0.00126302                    3.35822e-07                   0.000017-0.004006j            -0.101672                     
6.0825                        0.00124235                    -1.4939e-07                   0.000017-0.003996j            -0.101147                     
6.0975                        0.00122202                    -6.27794e-07                  0.000017-0.003986j            -0.100625                     
6.1125                        0.00120202                    -3.51749e-07                  0.000017-0.003977j            -0.100105                     
6.1275                        0.00118235                    -5.88018e-07                  0.000017-0.003967j            -0.0995888                    
6.1425                        0.001163                      -3.11688e-07                  0.000017-0.003957j            -0.0990748                    
6.1575                        0.00114397                    -4.38656e-08                  0.000016-0.003948j            -0.0985635                    
6.1725                        0.00112525                    4.84894e-07                   0.000016-0.003938j            -0.0980547                    
6.1875                        0.00110684                    1.7652e-06                    0.000016-0.003928j            -0.0975487                    
6.2025                        0.00108872                    -4.99284e-07                  0.000016-0.003919j            -0.0970452                    
6.2175                        0.00107091                    -2.28965e-07                  0.000016-0.003909j            -0.0965443                    
6.2325                        0.00105338                    2.99112e-07                   0.000016-0.003900j            -0.096046                     
6.2475                        0.00103614                    -1.98424e-07                  0.000016-0.003891j            -0.0955503                    
6.2625                        0.00101919                    -4.38062e-07                  0.000016-0.003881j            -0.0950571                    
6.2775                        0.00100251                    -1.69332e-07                  0.000016-0.003872j            -0.0945665                    
6.2925                        0.000986103                   -1.53396e-07                  0.000016-0.003863j            -0.0940784                    
6.3075                        0.000969966                   -1.41583e-07                  0.000016-0.003854j            -0.0935928                    
6.3225                        0.000954092                   -1.31694e-07                  0.000016-0.003844j            -0.0931097                    
6.3375                        0.000938479                   -3.72006e-07                  0.000016-0.003835j            -0.0926292                    
6.3525                        0.000923121                   9.1266e-07                    0.000015-0.003826j            -0.0921511                    
6.3675                        0.000908015                   -9.79292e-08                  0.000015-0.003817j            -0.0916754                    
6.3825                        0.000893155                   -8.74588e-08                  0.000015-0.003808j            -0.0912023                    
6.3975                        0.000878539                   -7.69705e-08                  0.000015-0.003799j            -0.0907315                    
6.4125                        0.000864162                   -3.15932e-07                  0.000015-0.003790j            -0.0902632                    
6.4275                        0.000850021                   9.52039e-07                   0.000015-0.003782j            -0.0897973                    
6.4425                        0.00083611                    -4.38508e-08                  0.000015-0.003773j            -0.0893338                    
6.4575                        0.000822428                   -3.11435e-08                  0.000015-0.003764j            -0.0888727                    
6.4725                        0.000808969                   2.26156e-07                   0.000015-0.003755j            -0.088414                     
6.4875                        0.00079573                    2.37929e-07                   0.000015-0.003747j            -0.0879577                    
6.5025                        0.000782709                   -2.59708e-07                  0.000015-0.003738j            -0.0875037                    
6.5175                        0.0007699                     -2.51365e-07                  0.000015-0.003729j            -0.087052                     
6.5325                        0.000757301                   1.39617e-08                   0.000015-0.003721j            -0.0866027                    
6.5475                        0.000744908                   -2.35476e-07                  0.000015-0.003712j            -0.0861557                    
6.5625                        0.000732718                   -2.27913e-07                  0.000014-0.003704j            -0.085711                     
6.5775                        0.000720727                   -2.20594e-07                  0.000014-0.003695j            -0.0852686                    
6.5925                        0.000708933                   -2.1351e-07                   0.000014-0.003687j            -0.0848285                    
6.6075                        0.000697331                   4.75772e-08                   0.000014-0.003678j            -0.0843906                    
6.6225                        0.00068592                    -2.00019e-07                  0.000014-0.003670j            -0.083955                     
6.6375                        0.000674695                   -1.93598e-07                  0.000014-0.003662j            -0.0835217                    
6.6525                        0.000663654                   3.17381e-07                   0.000014-0.003654j            -0.0830906                    
6.6675                        0.000652793                   1.07807e-06                   0.000014-0.003645j            -0.0826617                    
6.6825                        0.000642111                   7.51082e-08                   0.000014-0.003637j            -0.082235                     
6.6975                        0.000631603                   3.42214e-07                   0.000014-0.003629j            -0.0818106                    
6.7125                        0.000621267                   -1.6446e-07                   0.000014-0.003621j            -0.0813883                    
6.7275                        0.0006111                     -1.59182e-07                  0.000014-0.003613j            -0.0809682                    
6.7425                        0.0006011                     -1.54074e-07                  0.000014-0.003605j            -0.0805503                    
6.7575                        0.000591263                   -1.49131e-07                  0.000014-0.003597j            -0.0801345                    
6.7725                        0.000581587                   -1.44346e-07                  0.000014-0.003589j            -0.0797209                    
6.7875                        0.00057207                    -1.39716e-07                  0.000014-0.003581j            -0.0793094                    
6.8025                        0.000562708                   -1.35234e-07                  0.000014-0.003573j            -0.0789                       
6.8175                        0.000553499                   -1.30896e-07                  0.000013-0.003565j            -0.0784927                    
6.8325                        0.000544442                   -1.26698e-07                  0.000013-0.003557j            -0.0780876                    
6.8475                        0.000535532                   -1.22635e-07                  0.000013-0.003549j            -0.0776845                    
6.8625                        0.000526768                   -1.18702e-07                  0.000013-0.003542j            -0.0772835                    
6.8775                        0.000518148                   -1.14896e-07                  0.000013-0.003534j            -0.0768846                    
6.8925                        0.000509669                   -1.11212e-07                  0.000013-0.003526j            -0.0764877                    
6.9075                        0.000501328                   -1.07646e-07                  0.000013-0.003519j            -0.0760929                    
6.9225                        0.000493124                   -1.04195e-07                  0.000013-0.003511j            -0.0757002                    
6.9375                        0.000485054                   -1.00855e-07                  0.000013-0.003503j            -0.0753094                    
6.9525                        0.000477116                   4.11561e-07                   0.000013-0.003496j            -0.0749207                    
6.9675                        0.000469309                   -9.44927e-08                  0.000013-0.003488j            -0.074534                     
6.9825                        0.000461629                   6.6704e-07                    0.000013-0.003481j            -0.0741492                    
6.9975                        0.000454074                   1.61912e-07                   0.000013-0.003473j            -0.0737665                    
7.0125                        0.000446643                   -8.56958e-08                  0.000013-0.003466j            -0.0733857                    
7.0275                        0.000439334                   -8.29498e-08                  0.000013-0.003458j            -0.0730069                    
7.0425                        0.000432145                   -8.02919e-08                  0.000013-0.003451j            -0.0726301                    
7.0575                        0.000425073                   1.76917e-07                   0.000013-0.003444j            -0.0722552                    
7.0725                        0.000418117                   -7.52295e-08                  0.000012-0.003436j            -0.0718822                    
7.0875                        0.000411274                   4.38429e-07                   0.000012-0.003429j            -0.0715112                    
7.1025                        0.000404544                   -7.04869e-08                  0.000012-0.003422j            -0.071142                     
7.1175                        0.000397924                   -6.82292e-08                  0.000012-0.003415j            -0.0707748                    
7.1325                        0.000391412                   -6.60439e-08                  0.000012-0.003408j            -0.0704095                    
7.1475                        0.000385007                   -6.39288e-08                  0.000012-0.003400j            -0.070046                     
7.1625                        0.000378706                   -6.18815e-08                  0.000012-0.003393j            -0.0696845                    
7.1775                        0.000372509                   -5.98999e-08                  0.000012-0.003386j            -0.0693248                    
7.1925                        0.000366413                   -5.79819e-08                  0.000012-0.003379j            -0.0689669                    
7.2075                        0.000360417                   2.00686e-07                   0.000012-0.003372j            -0.0686109                    
7.2225                        0.000354519                   -5.43286e-08                  0.000012-0.003365j            -0.0682568                    
7.2375                        0.000348717                   -5.25893e-08                  0.000012-0.003358j            -0.0679044                    
7.2525                        0.00034301                    -5.09058e-08                  0.000012-0.003351j            -0.0675539                    
7.2675                        0.000337397                   -4.92764e-08                  0.000012-0.003344j            -0.0672052                    
7.2825                        0.000331876                   -4.76992e-08                  0.000012-0.003337j            -0.0668583                    
7.2975                        0.000326445                   -4.61725e-08                  0.000012-0.003330j            -0.0665132                    
7.3125                        0.000321103                   -4.46949e-08                  0.000012-0.003324j            -0.0661699                    
7.3275                        0.000315848                   -4.32646e-08                  0.000012-0.003317j            -0.0658283                    
7.3425                        0.000310679                   -4.18801e-08                  0.000012-0.003310j            -0.0654885                    
7.3575                        0.000305595                   -4.05401e-08                  0.000012-0.003303j            -0.0651505                    
7.3725                        0.000300594                   -3.9243e-08                   0.000012-0.003296j            -0.0648142                    
7.3875                        0.000295675                   -3.79875e-08                  0.000011-0.003290j            -0.0644796                    
7.4025                        0.000290836                   -3.67722e-08                  0.000011-0.003283j            -0.0641467                    
7.4175                        0.000286077                   -3.55959e-08                  0.000011-0.003276j            -0.0638156                    
7.4325                        0.000281395                   -3.44573e-08                  0.000011-0.003270j            -0.0634862                    
7.4475                        0.00027679                    -3.33551e-08                  0.000011-0.003263j            -0.0631585                    
7.4625                        0.000272261                   2.20335e-07                   0.000011-0.003257j            -0.0628325                    
7.4775                        0.000267805                   -3.12557e-08                  0.000011-0.003250j            -0.0625081                    
7.4925                        0.000263423                   -3.02562e-08                  0.000011-0.003244j            -0.0621855                    
7.5075                        0.000259112                   -2.92886e-08                  0.000011-0.003237j            -0.0618645                    
7.5225                        0.000254872                   -2.83521e-08                  0.000011-0.003231j            -0.0615451                    
7.5375                        0.000250701                   -2.74456e-08                  0.000011-0.003224j            -0.0612274                    
7.5525                        0.000246598                   -2.65681e-08                  0.000011-0.003218j            -0.0609114                    
7.5675                        0.000242563                   -2.57187e-08                  0.000011-0.003211j            -0.060597                     
7.5825                        0.000238593                   2.29544e-07                   0.000011-0.003205j            -0.0602842                    
7.5975                        0.000234689                   -2.41007e-08                  0.000011-0.003199j            -0.059973                     
7.6125                        0.000230848                   -2.33303e-08                  0.000011-0.003192j            -0.0596634                    
7.6275                        0.000227071                   -2.25847e-08                  0.000011-0.003186j            -0.0593554                    
7.6425                        0.000223355                   -2.18628e-08                  0.000011-0.003180j            -0.059049                     
7.6575                        0.000219699                   -2.11641e-08                  0.000011-0.003174j            -0.0587442                    
7.6725                        0.000216104                   -2.04878e-08                  0.000011-0.003168j            -0.058441                     
7.6875                        0.000212568                   -1.98331e-08                  0.000011-0.003161j            -0.0581393                    
7.7025                        0.000209089                   -1.91994e-08                  0.000011-0.003155j            -0.0578392                    
7.7175                        0.000205667                   -1.85859e-08                  0.000011-0.003149j            -0.0575406                    
7.7325                        0.000202302                   -1.79921e-08                  0.000010-0.003143j            -0.0572436                    
7.7475                        0.000198991                   -1.74173e-08                  0.000010-0.003137j            -0.0569481                    
7.7625                        0.000195735                   -1.68609e-08                  0.000010-0.003131j            -0.0566541                    
7.7775                        0.000192532                   2.33194e-07                   0.000010-0.003125j            -0.0563617                    
7.7925                        0.000189381                   -1.58009e-08                  0.000010-0.003119j            -0.0560707                    
7.8075                        0.000186282                   -1.52963e-08                  0.000010-0.003113j            -0.0557813                    
7.8225                        0.000183233                   -1.48077e-08                  0.000010-0.003107j            -0.0554934                    
7.8375                        0.000180235                   -1.43348e-08                  0.000010-0.003101j            -0.0552069                    
7.8525                        0.000177285                   -1.3877e-08                   0.000010-0.003095j            -0.0549219                    
7.8675                        0.000174384                   -1.34339e-08                  0.000010-0.003089j            -0.0546384                    
7.8825                        0.00017153                    2.44097e-07                   0.000010-0.003083j            -0.0543564                    
7.8975                        0.000168723                   -1.25897e-08                  0.000010-0.003077j            -0.0540758                    
7.9125                        0.000165962                   -1.21877e-08                  0.000010-0.003071j            -0.0537966                    
7.9275                        0.000163246                   2.37884e-07                   0.000010-0.003066j            -0.0535189                    
7.9425                        0.000160575                   -1.14219e-08                  0.000010-0.003060j            -0.0532427                    
7.9575                        0.000157947                   -1.10573e-08                  0.000010-0.003054j            -0.0529678                    
7.9725                        0.000155362                   -1.07044e-08                  0.000010-0.003048j            -0.0526944                    
7.9875                        0.00015282                    -1.03627e-08                  0.000010-0.003042j            -0.0524224                    
8.0025                        0.000150319                   -1.00319e-08                  0.000010-0.003037j            -0.0521518                    
8.0175                        0.000147859                   -9.71176e-09                  0.000010-0.003031j            -0.0518826                    
8.0325                        0.00014544                    -9.40182e-09                  0.000010-0.003025j            -0.0516147                    
8.0475                        0.000143059                   -9.10178e-09                  0.000010-0.003020j            -0.0513483                    
8.0625                        0.000140718                   -8.81134e-09                  0.000010-0.003014j            -0.0510832                    
8.0775                        0.000138416                   -8.53017e-09                  0.000010-0.003009j            -0.0508195                    
8.0925                        0.00013615                    -8.258e-09                    0.000010-0.003003j            -0.0505572                    
8.1075                        0.000133922                   -7.99452e-09                  0.000010-0.002997j            -0.0502962                    
8.1225                        0.000131731                   -7.73946e-09                  0.000009-0.002992j            -0.0500366                    
8.1375                        0.000129575                   -7.49255e-09                  0.000009-0.002986j            -0.0497783                    
8.1525                        0.000127455                   -7.25353e-09                  0.000009-0.002981j            -0.0495213                    
8.1675                        0.000125369                   -7.02215e-09                  0.000009-0.002975j            -0.0492657                    
8.1825                        0.000123317                   -6.79816e-09                  0.000009-0.002970j            -0.0490114                    
8.1975                        0.000121299                   -6.58133e-09                  0.000009-0.002964j            -0.0487584                    
8.2125                        0.000119314                   -6.37142e-09                  0.000009-0.002959j            -0.0485067                    
8.2275                        0.000117362                   -6.16822e-09                  0.000009-0.002954j            -0.0482563                    
8.2425                        0.000115441                   -5.97151e-09                  0.000009-0.002948j            -0.0480072                    
8.2575                        0.000113552                   -5.78108e-09                  0.000009-0.002943j            -0.0477593                    
8.2725                        0.000111694                   -5.59673e-09                  0.000009-0.002938j            -0.0475128                    
8.2875                        0.000109866                   -5.41827e-09                  0.000009-0.002932j            -0.0472675                    
8.3025                        0.000108068                   -5.24551e-09                  0.000009-0.002927j            -0.0470235                    
8.3175                        0.000106299                   -5.07827e-09                  0.000009-0.002922j            -0.0467808                    
8.3325                        0.00010456                    -4.91636e-09                  0.000009-0.002916j            -0.0465393                    
8.3475                        0.000102849                   -4.75963e-09                  0.000009-0.002911j            -0.0462991                    
8.3625                        0.000101166                   -4.6079e-09                   0.000009-0.002906j            -0.0460601                    
8.3775                        9.95102e-05                   -4.46101e-09                  0.000009-0.002901j            -0.0458223                    
8.3925                        9.78818e-05                   -4.31882e-09                  0.000009-0.002896j            -0.0455858                    
8.4075                        9.628e-05                     -4.18116e-09                  0.000009-0.002890j            -0.0453504                    
8.4225                        9.47044e-05                   -4.0479e-09                   0.000009-0.002885j            -0.0451163                    
8.4375                        9.31546e-05                   -3.91889e-09                  0.000009-0.002880j            -0.0448834                    
8.4525                        9.16302e-05                   -3.794e-09                    0.000009-0.002875j            -0.0446517                    
8.4675                        9.01307e-05                   -3.67309e-09                  0.000009-0.002870j            -0.0444212                    
8.4825                        8.86557e-05                   -3.55604e-09                  0.000009-0.002865j            -0.0441919                    
8.4975                        8.72049e-05                   -3.44273e-09                  0.000009-0.002860j            -0.0439638                    
8.5125                        8.57778e-05                   -3.33303e-09                  0.000009-0.002855j            -0.0437368                    
8.5275                        8.43741e-05                   -3.22684e-09                  0.000009-0.002850j            -0.0435111                    
8.5425                        8.29934e-05                   -3.12403e-09                  0.000009-0.002845j            -0.0432865                    
8.5575                        8.16352e-05                   -3.0245e-09                   0.000009-0.002840j            -0.043063                     
8.5725                        8.02993e-05                   -2.92815e-09                  0.000009-0.002835j            -0.0428407                    
8.5875                        7.89852e-05                   -2.83487e-09                  0.000009-0.002830j            -0.0426196                    
8.6025                        7.76926e-05                   -2.74457e-09                  0.000008-0.002825j            -0.0423995                    
8.6175                        7.64212e-05                   -2.65715e-09                  0.000008-0.002820j            -0.0421807                    
8.6325                        7.51706e-05                   -2.57251e-09                  0.000008-0.002815j            -0.0419629                    
8.6475                        7.39405e-05                   -2.49058e-09                  0.000008-0.002810j            -0.0417463                    
8.6625                        7.27305e-05                   -2.41126e-09                  0.000008-0.002805j            -0.0415308                    
8.6775                        7.15403e-05                   -2.33447e-09                  0.000008-0.002800j            -0.0413164                    
8.6925                        7.03695e-05                   -2.26013e-09                  0.000008-0.002796j            -0.0411031                    
8.7075                        6.9218e-05                    -2.18815e-09                  0.000008-0.002791j            -0.0408909                    
8.7225                        6.80852e-05                   -2.11848e-09                  0.000008-0.002786j            -0.0406799                    
8.7375                        6.69711e-05                   -2.05102e-09                  0.000008-0.002781j            -0.0404699                    
8.7525                        6.58751e-05                   -1.98572e-09                  0.000008-0.002776j            -0.0402609                    
8.7675                        6.47971e-05                   -1.9225e-09                   0.000008-0.002772j            -0.0400531                    
8.7825                        6.37367e-05                   -1.86129e-09                  0.000008-0.002767j            -0.0398464                    
8.7975                        6.26937e-05                   -1.80204e-09                  0.000008-0.002762j            -0.0396407                    
8.8125                        6.16677e-05                   -1.74467e-09                  0.000008-0.002757j            -0.039436                     
8.8275                        6.06585e-05                   -1.68913e-09                  0.000008-0.002753j            -0.0392324                    
8.8425                        5.96659e-05                   -1.63537e-09                  0.000008-0.002748j            -0.0390299                    
8.8575                        5.86895e-05                   -1.58331e-09                  0.000008-0.002743j            -0.0388284                    
8.8725                        5.77291e-05                   -1.53292e-09                  0.000008-0.002739j            -0.038628                     
8.8875                        5.67843e-05                   -1.48413e-09                  0.000008-0.002734j            -0.0384286                    
8.9025                        5.58551e-05                   -1.4369e-09                   0.000008-0.002730j            -0.0382302                    
8.9175                        5.4941e-05                    -1.39117e-09                  0.000008-0.002725j            -0.0380329                    
8.9325                        5.40419e-05                   -1.3469e-09                   0.000008-0.002720j            -0.0378365                    
8.9475                        5.31576e-05                   -1.30404e-09                  0.000008-0.002716j            -0.0376412                    
8.9625                        5.22877e-05                   -1.26254e-09                  0.000008-0.002711j            -0.0374469                    
8.9775                        5.1432e-05                    -1.22237e-09                  0.000008-0.002707j            -0.0372536                    
8.9925                        5.05903e-05                   -1.18348e-09                  0.000008-0.002702j            -0.0370613                    
9.0075                        4.97624e-05                   -1.14582e-09                  0.000008-0.002698j            -0.03687                      
9.0225                        4.89481e-05                   -1.10937e-09                  0.000008-0.002693j            -0.0366796                    
9.0375                        4.81471e-05                   -1.07407e-09                  0.000008-0.002689j            -0.0364903                    
9.0525                        4.73592e-05                   -1.03991e-09                  0.000008-0.002684j            -0.0363019                    
9.0675                        4.65842e-05                   -1.00683e-09                  0.000008-0.002680j            -0.0361145                    
9.0825                        4.58218e-05                   -9.74799e-10                  0.000008-0.002675j            -0.0359281                    
9.0975                        4.5072e-05                    -9.43793e-10                  0.000008-0.002671j            -0.0357426                    
9.1125                        4.43344e-05                   -9.13773e-10                  0.000008-0.002667j            -0.0355581                    
9.1275                        4.36089e-05                   -8.8471e-10                   0.000008-0.002662j            -0.0353745                    
9.1425                        4.28952e-05                   -8.56573e-10                  0.000008-0.002658j            -0.0351919                    
9.1575                        4.21933e-05                   -8.29331e-10                  0.000007-0.002654j            -0.0350103                    
9.1725                        4.15028e-05                   -8.02957e-10                  0.000007-0.002649j            -0.0348295                    
9.1875                        4.08236e-05                   -7.77423e-10                  0.000007-0.002645j            -0.0346497                    
9.2025                        4.01555e-05                   -7.52701e-10                  0.000007-0.002641j            -0.0344709                    
9.2175                        3.94984e-05                   -7.28767e-10                  0.000007-0.002636j            -0.0342929                    
9.2325                        3.8852e-05                    -7.05595e-10                  0.000007-0.002632j            -0.0341159                    
9.2475                        3.82162e-05                   -6.8316e-10                   0.000007-0.002628j            -0.0339398                    
9.2625                        3.75908e-05                   -6.6144e-10                   0.000007-0.002623j            -0.0337646                    
9.2775                        3.69757e-05                   -6.40411e-10                  0.000007-0.002619j            -0.0335903                    
9.2925                        3.63706e-05                   -6.20051e-10                  0.000007-0.002615j            -0.0334169                    
9.3075                        3.57754e-05                   -6.0034e-10                   0.000007-0.002611j            -0.0332443                    
9.3225                        3.519e-05                     -5.81256e-10                  0.000007-0.002607j            -0.0330727                    
9.3375                        3.46141e-05                   -5.62779e-10                  0.000007-0.002602j            -0.032902                     
9.3525                        3.40476e-05                   -5.4489e-10                   0.000007-0.002598j            -0.0327322                    
9.3675                        3.34905e-05                   -5.27571e-10                  0.000007-0.002594j            -0.0325632                    
9.3825                        3.29424e-05                   -5.10803e-10                  0.000007-0.002590j            -0.0323951                    
9.3975                        3.24033e-05                   -4.94568e-10                  0.000007-0.002586j            -0.0322279                    
9.4125                        3.1873e-05                    -4.7885e-10                   0.000007-0.002582j            -0.0320615                    
9.4275                        3.13515e-05                   -4.63632e-10                  0.000007-0.002577j            -0.031896                     
9.4425                        3.08384e-05                   -4.48898e-10                  0.000007-0.002573j            -0.0317313                    
9.4575                        3.03337e-05                   -4.34633e-10                  0.000007-0.002569j            -0.0315675                    
9.4725                        2.98373e-05                   -4.20822e-10                  0.000007-0.002565j            -0.0314046                    
9.4875                        2.93491e-05                   -4.0745e-10                   0.000007-0.002561j            -0.0312424                    
9.5025                        2.88688e-05                   -3.94504e-10                  0.000007-0.002557j            -0.0310812                    
9.5175                        2.83963e-05                   -3.81969e-10                  0.000007-0.002553j            -0.0309207                    
9.5325                        2.79317e-05                   -3.69833e-10                  0.000007-0.002549j            -0.0307611                    
9.5475                        2.74746e-05                   -3.58084e-10                  0.000007-0.002545j            -0.0306023                    
9.5625                        2.7025e-05                    -3.46708e-10                  0.000007-0.002541j            -0.0304443                    
9.5775                        2.65827e-05                   -3.35693e-10                  0.000007-0.002537j            -0.0302871                    
9.5925                        2.61477e-05                   -3.25029e-10                  0.000007-0.002533j            -0.0301308                    
9.6075                        2.57198e-05                   -3.14705e-10                  0.000007-0.002529j            -0.0299753                    
9.6225                        2.52989e-05                   -3.04708e-10                  0.000007-0.002525j            -0.0298205                    
9.6375                        2.48849e-05                   -2.95029e-10                  0.000007-0.002521j            -0.0296666                    
9.6525                        2.44777e-05                   -2.85659e-10                  0.000007-0.002517j            -0.0295134                    
9.6675                        2.40771e-05                   -2.76586e-10                  0.000007-0.002513j            -0.0293611                    
9.6825                        2.36831e-05                   -2.67802e-10                  0.000007-0.002510j            -0.0292095                    
9.6975                        2.32955e-05                   -2.59296e-10                  0.000007-0.002506j            -0.0290587                    
9.7125                        2.29143e-05                   -2.51062e-10                  0.000007-0.002502j            -0.0289087                    
9.7275                        2.25393e-05                   -2.43089e-10                  0.000007-0.002498j            -0.0287595                    
9.7425                        2.21705e-05                   -2.3537e-10                   0.000007-0.002494j            -0.028611                     
9.7575                        2.18076e-05                   -2.27896e-10                  0.000007-0.002490j            -0.0284633                    
9.7725                        2.14508e-05                   -2.20659e-10                  0.000007-0.002486j            -0.0283164                    
9.7875                        2.10997e-05                   -2.13653e-10                  0.000007-0.002483j            -0.0281702                    
9.8025                        2.07544e-05                   -2.06869e-10                  0.000007-0.002479j            -0.0280248                    
9.8175                        2.04148e-05                   -2.00301e-10                  0.000007-0.002475j            -0.0278801                    
9.8325                        2.00807e-05                   -1.93942e-10                  0.000007-0.002471j            -0.0277362                    
9.8475                        1.97521e-05                   -1.87785e-10                  0.000006-0.002467j            -0.027593                     
9.8625                        1.94289e-05                   -1.81823e-10                  0.000006-0.002464j            -0.0274505                    
9.8775                        1.91109e-05                   -1.76051e-10                  0.000006-0.002460j            -0.0273088                    
9.8925                        1.87982e-05                   -1.70463e-10                  0.000006-0.002456j            -0.0271679                    
9.9075                        1.84906e-05                   -1.65052e-10                  0.000006-0.002453j            -0.0270276                    
9.9225                        1.8188e-05                    -1.59813e-10                  0.000006-0.002449j            -0.0268881                    
9.9375                        1.78903e-05                   -1.5474e-10                   0.000006-0.002445j            -0.0267493                    
9.9525                        1.75976e-05                   -1.49829e-10                  0.000006-0.002441j            -0.0266112                    
9.9675                        1.73096e-05                   -1.45074e-10                  0.000006-0.002438j            -0.0264738                    
9.9825                        1.70263e-05                   -1.40469e-10                  0.000006-0.002434j            -0.0263372                    
9.9975                        1.67477e-05                   -1.36011e-10                  0.000006-0.002430j            -0.0262012                    
10.0125                       1.64736e-05                   -1.31695e-10                  0.000006-0.002427j            -0.0260659                    
10.0275                       1.6204e-05                    -1.27516e-10                  0.000006-0.002423j            -0.0259314                    
10.0425                       1.59389e-05                   -1.23469e-10                  0.000006-0.002420j            -0.0257975                    
10.0575                       1.5678e-05                    -1.19551e-10                  0.000006-0.002416j            -0.0256643                    
10.0725                       1.54215e-05                   -1.15758e-10                  0.000006-0.002412j            -0.0255319                    
10.0875                       1.51691e-05                   -1.12085e-10                  0.000006-0.002409j            -0.0254                       
10.1025                       1.49209e-05                   -1.08529e-10                  0.000006-0.002405j            -0.0252689                    
10.1175                       1.46767e-05                   -1.05085e-10                  0.000006-0.002402j            -0.0251385                    
10.1325                       1.44365e-05                   -1.01751e-10                  0.000006-0.002398j            -0.0250087                    
10.1475                       1.42003e-05                   -9.85232e-11                  0.000006-0.002394j            -0.0248796                    
10.1625                       1.39679e-05                   -9.53976e-11                  0.000006-0.002391j            -0.0247512                    
10.1775                       1.37393e-05                   -9.23713e-11                  0.000006-0.002387j            -0.0246234                    
10.1925                       1.35145e-05                   -8.94411e-11                  0.000006-0.002384j            -0.0244963                    
