tau                          G0_t                          S_higher_t                    G_w                           G_t                           
25.0575                       1.07012e-12                   -1.58145e-24                  0.000001-0.000969j            -0.000145059                  
25.0725                       1.05261e-12                   -1.53195e-24                  0.000001-0.000969j            -0.00014431                   
25.0875                       1.03538e-12                   -1.484e-24                    0.000001-0.000968j            -0.000143565                  
25.1025                       1.01844e-12                   -1.43755e-24                  0.000001-0.000968j            -0.000142824                  
25.1175                       1.00177e-12                   -1.39256e-24                  0.000001-0.000967j            -0.000142086                  
25.1325                       9.85379e-13                   -1.34898e-24                  0.000001-0.000966j            -0.000141353                  
25.1475                       9.69254e-13                   -1.30676e-24                  0.000001-0.000966j            -0.000140623                  
25.1625                       9.53392e-13                   -1.26586e-24                  0.000001-0.000965j            -0.000139897                  
25.1775                       9.3779e-13                    -1.22624e-24                  0.000001-0.000965j            -0.000139175                  
25.1925                       9.22444e-13                   -1.18786e-24                  0.000001-0.000964j            -0.000138457                  
25.2075                       9.07348e-13                   -1.15068e-24                  0.000001-0.000964j            -0.000137742                  
25.2225                       8.925e-13                     -1.11467e-24                  0.000001-0.000963j            -0.000137031                  
25.2375                       8.77894e-13                   -1.07978e-24                  0.000001-0.000962j            -0.000136323                  
25.2525                       8.63528e-13                   -1.04599e-24                  0.000001-0.000962j            -0.00013562                   
25.2675                       8.49397e-13                   -1.01325e-24                  0.000001-0.000961j            -0.000134919                  
25.2825                       8.35497e-13                   -9.81544e-25                  0.000001-0.000961j            -0.000134223                  
25.2975                       8.21824e-13                   -9.50825e-25                  0.000001-0.000960j            -0.00013353                   
25.3125                       8.08375e-13                   -9.21068e-25                  0.000001-0.000960j            -0.000132841                  
25.3275                       7.95147e-13                   -8.92242e-25                  0.000001-0.000959j            -0.000132155                  
25.3425                       7.82134e-13                   -8.64318e-25                  0.000001-0.000958j            -0.000131473                  
25.3575                       7.69335e-13                   -8.37269e-25                  0.000001-0.000958j            -0.000130794                  
25.3725                       7.56745e-13                   -8.11066e-25                  0.000001-0.000957j            -0.000130119                  
25.3875                       7.44361e-13                   -7.85684e-25                  0.000001-0.000957j            -0.000129447                  
25.4025                       7.3218e-13                    -7.61095e-25                  0.000001-0.000956j            -0.000128779                  
25.4175                       7.20198e-13                   -7.37277e-25                  0.000001-0.000956j            -0.000128114                  
25.4325                       7.08412e-13                   -7.14204e-25                  0.000001-0.000955j            -0.000127453                  
25.4475                       6.96819e-13                   -6.91853e-25                  0.000001-0.000954j            -0.000126795                  
25.4625                       6.85416e-13                   -6.70202e-25                  0.000001-0.000954j            -0.00012614                   
25.4775                       6.742e-13                     -6.49228e-25                  0.000001-0.000953j            -0.000125489                  
25.4925                       6.63167e-13                   -6.28911e-25                  0.000001-0.000953j            -0.000124841                  
25.5075                       6.52314e-13                   -6.0923e-25                   0.000001-0.000952j            -0.000124197                  
25.5225                       6.41639e-13                   -5.90165e-25                  0.000001-0.000952j            -0.000123556                  
25.5375                       6.31139e-13                   -5.71697e-25                  0.000001-0.000951j            -0.000122918                  
25.5525                       6.20811e-13                   -5.53806e-25                  0.000001-0.000951j            -0.000122283                  
25.5675                       6.10651e-13                   -5.36476e-25                  0.000001-0.000950j            -0.000121652                  
25.5825                       6.00658e-13                   -5.19688e-25                  0.000001-0.000949j            -0.000121024                  
25.5975                       5.90829e-13                   -5.03425e-25                  0.000001-0.000949j            -0.000120399                  
25.6125                       5.8116e-13                    -4.87672e-25                  0.000001-0.000948j            -0.000119778                  
25.6275                       5.7165e-13                    -4.72411e-25                  0.000001-0.000948j            -0.000119159                  
25.6425                       5.62295e-13                   -4.57628e-25                  0.000001-0.000947j            -0.000118544                  
25.6575                       5.53093e-13                   -4.43308e-25                  0.000001-0.000947j            -0.000117932                  
25.6725                       5.44042e-13                   -4.29436e-25                  0.000001-0.000946j            -0.000117323                  
25.6875                       5.35139e-13                   -4.15998e-25                  0.000001-0.000946j            -0.000116718                  
25.7025                       5.26382e-13                   -4.02981e-25                  0.000001-0.000945j            -0.000116115                  
25.7175                       5.17768e-13                   -3.90371e-25                  0.000001-0.000944j            -0.000115516                  
25.7325                       5.09294e-13                   -3.78155e-25                  0.000001-0.000944j            -0.000114919                  
25.7475                       5.0096e-13                    -3.66322e-25                  0.000001-0.000943j            -0.000114326                  
25.7625                       4.92762e-13                   -3.5486e-25                   0.000001-0.000943j            -0.000113736                  
25.7775                       4.84698e-13                   -3.43756e-25                  0.000001-0.000942j            -0.000113149                  
25.7925                       4.76766e-13                   -3.32999e-25                  0.000001-0.000942j            -0.000112565                  
25.8075                       4.68964e-13                   -3.2258e-25                   0.000001-0.000941j            -0.000111984                  
25.8225                       4.6129e-13                    -3.12486e-25                  0.000001-0.000941j            -0.000111405                  
25.8375                       4.53741e-13                   -3.02708e-25                  0.000001-0.000940j            -0.00011083                   
25.8525                       4.46316e-13                   -2.93236e-25                  0.000001-0.000940j            -0.000110258                  
25.8675                       4.39012e-13                   -2.84061e-25                  0.000001-0.000939j            -0.000109689                  
25.8825                       4.31828e-13                   -2.75173e-25                  0.000001-0.000938j            -0.000109123                  
25.8975                       4.24761e-13                   -2.66563e-25                  0.000001-0.000938j            -0.000108559                  
25.9125                       4.1781e-13                    -2.58222e-25                  0.000001-0.000937j            -0.000107999                  
25.9275                       4.10973e-13                   -2.50142e-25                  0.000001-0.000937j            -0.000107441                  
25.9425                       4.04247e-13                   -2.42316e-25                  0.000001-0.000936j            -0.000106887                  
25.9575                       3.97632e-13                   -2.34734e-25                  0.000001-0.000936j            -0.000106335                  
25.9725                       3.91125e-13                   -2.27389e-25                  0.000001-0.000935j            -0.000105786                  
25.9875                       3.84724e-13                   -2.20275e-25                  0.000001-0.000935j            -0.00010524                   
26.0025                       3.78428e-13                   -2.13382e-25                  0.000001-0.000934j            -0.000104697                  
26.0175                       3.72235e-13                   -2.06706e-25                  0.000001-0.000934j            -0.000104156                  
26.0325                       3.66144e-13                   -2.00239e-25                  0.000001-0.000933j            -0.000103618                  
26.0475                       3.60152e-13                   -1.93974e-25                  0.000001-0.000932j            -0.000103084                  
26.0625                       3.54258e-13                   -1.87904e-25                  0.000001-0.000932j            -0.000102551                  
26.0775                       3.48461e-13                   -1.82025e-25                  0.000001-0.000931j            -0.000102022                  
26.0925                       3.42759e-13                   -1.7633e-25                   0.000001-0.000931j            -0.000101495                  
26.1075                       3.37149e-13                   -1.70813e-25                  0.000001-0.000930j            -0.000100971                  
26.1225                       3.31632e-13                   -1.65469e-25                  0.000001-0.000930j            -0.00010045                   
26.1375                       3.26205e-13                   -1.60292e-25                  0.000001-0.000929j            -9.99316e-05                  
26.1525                       3.20867e-13                   -1.55277e-25                  0.000001-0.000929j            -9.94157e-05                  
26.1675                       3.15616e-13                   -1.50419e-25                  0.000001-0.000928j            -9.89025e-05                  
26.1825                       3.10451e-13                   -1.45713e-25                  0.000001-0.000928j            -9.83919e-05                  
26.1975                       3.05371e-13                   -1.41154e-25                  0.000001-0.000927j            -9.78839e-05                  
26.2125                       3.00373e-13                   -1.36738e-25                  0.000001-0.000927j            -9.73786e-05                  
26.2275                       2.95458e-13                   -1.3246e-25                   0.000001-0.000926j            -9.6876e-05                   
26.2425                       2.90623e-13                   -1.28316e-25                  0.000001-0.000926j            -9.63759e-05                  
26.2575                       2.85867e-13                   -1.24301e-25                  0.000001-0.000925j            -9.58784e-05                  
26.2725                       2.81189e-13                   -1.20412e-25                  0.000001-0.000924j            -9.53834e-05                  
26.2875                       2.76587e-13                   -1.16645e-25                  0.000001-0.000924j            -9.4891e-05                   
26.3025                       2.72061e-13                   -1.12996e-25                  0.000001-0.000923j            -9.44011e-05                  
26.3175                       2.67609e-13                   -1.09461e-25                  0.000001-0.000923j            -9.39138e-05                  
26.3325                       2.6323e-13                    -1.06036e-25                  0.000001-0.000922j            -9.3429e-05                   
26.3475                       2.58922e-13                   -1.02719e-25                  0.000001-0.000922j            -9.29466e-05                  
26.3625                       2.54685e-13                   -9.95053e-26                  0.000001-0.000921j            -9.24668e-05                  
26.3775                       2.50517e-13                   -9.63924e-26                  0.000001-0.000921j            -9.19894e-05                  
26.3925                       2.46417e-13                   -9.33768e-26                  0.000001-0.000920j            -9.15146e-05                  
26.4075                       2.42385e-13                   -9.04555e-26                  0.000001-0.000920j            -9.10422e-05                  
26.4225                       2.38418e-13                   -8.76257e-26                  0.000001-0.000919j            -9.05722e-05                  
26.4375                       2.34517e-13                   -8.48844e-26                  0.000001-0.000919j            -9.01046e-05                  
26.4525                       2.30679e-13                   -8.22289e-26                  0.000001-0.000918j            -8.96395e-05                  
26.4675                       2.26904e-13                   -7.96565e-26                  0.000001-0.000918j            -8.91767e-05                  
26.4825                       2.23191e-13                   -7.71646e-26                  0.000001-0.000917j            -8.87164e-05                  
26.4975                       2.19538e-13                   -7.47506e-26                  0.000001-0.000917j            -8.82584e-05                  
26.5125                       2.15946e-13                   -7.24122e-26                  0.000001-0.000916j            -8.78027e-05                  
26.5275                       2.12412e-13                   -7.01469e-26                  0.000001-0.000916j            -8.73494e-05                  
26.5425                       2.08936e-13                   -6.79525e-26                  0.000001-0.000915j            -8.68985e-05                  
26.5575                       2.05517e-13                   -6.58268e-26                  0.000001-0.000915j            -8.64499e-05                  
26.5725                       2.02153e-13                   -6.37675e-26                  0.000001-0.000914j            -8.60036e-05                  
26.5875                       1.98845e-13                   -6.17727e-26                  0.000001-0.000914j            -8.55597e-05                  
26.6025                       1.95591e-13                   -5.98403e-26                  0.000001-0.000913j            -8.5118e-05                   
26.6175                       1.9239e-13                    -5.79684e-26                  0.000001-0.000913j            -8.46786e-05                  
26.6325                       1.89242e-13                   -5.6155e-26                   0.000001-0.000912j            -8.42415e-05                  
26.6475                       1.86145e-13                   -5.43984e-26                  0.000001-0.000911j            -8.38066e-05                  
26.6625                       1.83099e-13                   -5.26967e-26                  0.000001-0.000911j            -8.33739e-05                  
26.6775                       1.80103e-13                   -5.10483e-26                  0.000001-0.000910j            -8.29435e-05                  
26.6925                       1.77155e-13                   -4.94514e-26                  0.000001-0.000910j            -8.25153e-05                  
26.7075                       1.74256e-13                   -4.79045e-26                  0.000001-0.000909j            -8.20893e-05                  
26.7225                       1.71405e-13                   -4.6406e-26                   0.000001-0.000909j            -8.16655e-05                  
26.7375                       1.686e-13                     -4.49544e-26                  0.000001-0.000908j            -8.1244e-05                   
26.7525                       1.6584e-13                    -4.35482e-26                  0.000001-0.000908j            -8.08246e-05                  
26.7675                       1.63127e-13                   -4.2186e-26                   0.000001-0.000907j            -8.04073e-05                  
26.7825                       1.60457e-13                   -4.08664e-26                  0.000001-0.000907j            -7.99923e-05                  
26.7975                       1.57831e-13                   -3.95881e-26                  0.000001-0.000906j            -7.95793e-05                  
26.8125                       1.55248e-13                   -3.83498e-26                  0.000001-0.000906j            -7.91685e-05                  
26.8275                       1.52708e-13                   -3.71502e-26                  0.000001-0.000905j            -7.87598e-05                  
26.8425                       1.50209e-13                   -3.59881e-26                  0.000001-0.000905j            -7.83532e-05                  
26.8575                       1.47751e-13                   -3.48624e-26                  0.000001-0.000904j            -7.79487e-05                  
26.8725                       1.45333e-13                   -3.3772e-26                   0.000001-0.000904j            -7.75463e-05                  
26.8875                       1.42954e-13                   -3.27156e-26                  0.000001-0.000903j            -7.7146e-05                   
26.9025                       1.40615e-13                   -3.16923e-26                  0.000001-0.000903j            -7.67477e-05                  
26.9175                       1.38314e-13                   -3.0701e-26                   0.000001-0.000902j            -7.63515e-05                  
26.9325                       1.36051e-13                   -2.97407e-26                  0.000001-0.000902j            -7.59574e-05                  
26.9475                       1.33824e-13                   -2.88104e-26                  0.000001-0.000901j            -7.55653e-05                  
26.9625                       1.31634e-13                   -2.79093e-26                  0.000001-0.000901j            -7.51752e-05                  
26.9775                       1.2948e-13                    -2.70363e-26                  0.000001-0.000900j            -7.47871e-05                  
26.9925                       1.27361e-13                   -2.61907e-26                  0.000001-0.000900j            -7.4401e-05                   
27.0075                       1.25277e-13                   -2.53715e-26                  0.000001-0.000899j            -7.40169e-05                  
27.0225                       1.23227e-13                   -2.45779e-26                  0.000001-0.000899j            -7.36348e-05                  
27.0375                       1.2121e-13                    -2.38092e-26                  0.000001-0.000898j            -7.32547e-05                  
27.0525                       1.19227e-13                   -2.30645e-26                  0.000001-0.000898j            -7.28765e-05                  
27.0675                       1.17276e-13                   -2.23431e-26                  0.000001-0.000897j            -7.25003e-05                  
27.0825                       1.15356e-13                   -2.16442e-26                  0.000001-0.000897j            -7.2126e-05                   
27.0975                       1.13469e-13                   -2.09673e-26                  0.000001-0.000896j            -7.17537e-05                  
27.1125                       1.11612e-13                   -2.03115e-26                  0.000001-0.000896j            -7.13833e-05                  
27.1275                       1.09785e-13                   -1.96762e-26                  0.000001-0.000895j            -7.10148e-05                  
27.1425                       1.07989e-13                   -1.90608e-26                  0.000001-0.000895j            -7.06482e-05                  
27.1575                       1.06221e-13                   -1.84646e-26                  0.000001-0.000894j            -7.02835e-05                  
27.1725                       1.04483e-13                   -1.78871e-26                  0.000001-0.000894j            -6.99207e-05                  
27.1875                       1.02773e-13                   -1.73277e-26                  0.000001-0.000893j            -6.95597e-05                  
27.2025                       1.01092e-13                   -1.67857e-26                  0.000001-0.000893j            -6.92006e-05                  
27.2175                       9.94372e-14                   -1.62607e-26                  0.000001-0.000892j            -6.88433e-05                  
27.2325                       9.781e-14                     -1.57522e-26                  0.000001-0.000892j            -6.84879e-05                  
27.2475                       9.62093e-14                   -1.52595e-26                  0.000001-0.000891j            -6.81344e-05                  
27.2625                       9.46349e-14                   -1.47822e-26                  0.000001-0.000891j            -6.77826e-05                  
27.2775                       9.30862e-14                   -1.43199e-26                  0.000001-0.000890j            -6.74327e-05                  
27.2925                       9.15629e-14                   -1.38721e-26                  0.000001-0.000890j            -6.70846e-05                  
27.3075                       9.00645e-14                   -1.34382e-26                  0.000001-0.000889j            -6.67383e-05                  
27.3225                       8.85907e-14                   -1.30179e-26                  0.000001-0.000889j            -6.63938e-05                  
27.3375                       8.71409e-14                   -1.26108e-26                  0.000001-0.000888j            -6.60511e-05                  
27.3525                       8.57149e-14                   -1.22164e-26                  0.000001-0.000888j            -6.57101e-05                  
27.3675                       8.43122e-14                   -1.18343e-26                  0.000001-0.000887j            -6.53709e-05                  
27.3825                       8.29324e-14                   -1.14642e-26                  0.000001-0.000887j            -6.50334e-05                  
27.3975                       8.15753e-14                   -1.11057e-26                  0.000001-0.000887j            -6.46976e-05                  
27.4125                       8.02403e-14                   -1.07584e-26                  0.000001-0.000886j            -6.43636e-05                  
27.4275                       7.89272e-14                   -1.04219e-26                  0.000001-0.000886j            -6.40314e-05                  
27.4425                       7.76356e-14                   -1.0096e-26                   0.000001-0.000885j            -6.37008e-05                  
27.4575                       7.63651e-14                   -9.78023e-27                  0.000001-0.000885j            -6.3372e-05                   
27.4725                       7.51155e-14                   -9.47437e-27                  0.000001-0.000884j            -6.30448e-05                  
27.4875                       7.38862e-14                   -9.17807e-27                  0.000001-0.000884j            -6.27194e-05                  
27.5025                       7.26771e-14                   -8.89104e-27                  0.000001-0.000883j            -6.23956e-05                  
27.5175                       7.14878e-14                   -8.61299e-27                  0.000001-0.000883j            -6.20735e-05                  
27.5325                       7.03179e-14                   -8.34364e-27                  0.000001-0.000882j            -6.17531e-05                  
27.5475                       6.91672e-14                   -8.08271e-27                  0.000001-0.000882j            -6.14343e-05                  
27.5625                       6.80353e-14                   -7.82994e-27                  0.000001-0.000881j            -6.11171e-05                  
27.5775                       6.69219e-14                   -7.58507e-27                  0.000001-0.000881j            -6.08016e-05                  
27.5925                       6.58268e-14                   -7.34787e-27                  0.000001-0.000880j            -6.04877e-05                  
27.6075                       6.47495e-14                   -7.11809e-27                  0.000001-0.000880j            -6.01754e-05                  
27.6225                       6.36899e-14                   -6.89549e-27                  0.000001-0.000879j            -5.98648e-05                  
27.6375                       6.26477e-14                   -6.67985e-27                  0.000001-0.000879j            -5.95558e-05                  
27.6525                       6.16225e-14                   -6.47096e-27                  0.000001-0.000878j            -5.92483e-05                  
27.6675                       6.0614e-14                    -6.2686e-27                   0.000001-0.000878j            -5.89425e-05                  
27.6825                       5.96221e-14                   -6.07257e-27                  0.000001-0.000877j            -5.86382e-05                  
27.6975                       5.86464e-14                   -5.88267e-27                  0.000001-0.000877j            -5.83355e-05                  
27.7125                       5.76867e-14                   -5.69872e-27                  0.000001-0.000876j            -5.80344e-05                  
27.7275                       5.67427e-14                   -5.52051e-27                  0.000001-0.000876j            -5.77348e-05                  
27.7425                       5.58141e-14                   -5.34788e-27                  0.000001-0.000875j            -5.74367e-05                  
27.7575                       5.49007e-14                   -5.18064e-27                  0.000001-0.000875j            -5.71402e-05                  
27.7725                       5.40023e-14                   -5.01864e-27                  0.000001-0.000875j            -5.68452e-05                  
27.7875                       5.31186e-14                   -4.86171e-27                  0.000001-0.000874j            -5.65517e-05                  
27.8025                       5.22493e-14                   -4.70968e-27                  0.000001-0.000874j            -5.62598e-05                  
27.8175                       5.13943e-14                   -4.56241e-27                  0.000001-0.000873j            -5.59694e-05                  
27.8325                       5.05532e-14                   -4.41974e-27                  0.000001-0.000873j            -5.56804e-05                  
27.8475                       4.97259e-14                   -4.28153e-27                  0.000001-0.000872j            -5.5393e-05                   
27.8625                       4.89122e-14                   -4.14765e-27                  0.000001-0.000872j            -5.51071e-05                  
27.8775                       4.81117e-14                   -4.01795e-27                  0.000001-0.000871j            -5.48226e-05                  
27.8925                       4.73244e-14                   -3.89231e-27                  0.000001-0.000871j            -5.45396e-05                  
27.9075                       4.655e-14                     -3.7706e-27                   0.000001-0.000870j            -5.4258e-05                   
27.9225                       4.57882e-14                   -3.6527e-27                   0.000001-0.000870j            -5.39779e-05                  
27.9375                       4.50389e-14                   -3.53848e-27                  0.000001-0.000869j            -5.36992e-05                  
27.9525                       4.43018e-14                   -3.42784e-27                  0.000001-0.000869j            -5.3422e-05                   
27.9675                       4.35769e-14                   -3.32065e-27                  0.000001-0.000868j            -5.31462e-05                  
27.9825                       4.28637e-14                   -3.21682e-27                  0.000001-0.000868j            -5.28719e-05                  
27.9975                       4.21623e-14                   -3.11623e-27                  0.000001-0.000868j            -5.25989e-05                  
28.0125                       4.14723e-14                   -3.01879e-27                  0.000001-0.000867j            -5.23274e-05                  
28.0275                       4.07936e-14                   -2.9244e-27                   0.000001-0.000867j            -5.20573e-05                  
28.0425                       4.01261e-14                   -2.83296e-27                  0.000001-0.000866j            -5.17886e-05                  
28.0575                       3.94694e-14                   -2.74438e-27                  0.000001-0.000866j            -5.15212e-05                  
28.0725                       3.88235e-14                   -2.65857e-27                  0.000001-0.000865j            -5.12552e-05                  
28.0875                       3.81882e-14                   -2.57544e-27                  0.000001-0.000865j            -5.09906e-05                  
28.1025                       3.75633e-14                   -2.49491e-27                  0.000001-0.000864j            -5.07274e-05                  
28.1175                       3.69485e-14                   -2.4169e-27                   0.000001-0.000864j            -5.04655e-05                  
28.1325                       3.63439e-14                   -2.34133e-27                  0.000001-0.000863j            -5.0205e-05                   
28.1475                       3.57491e-14                   -2.26812e-27                  0.000001-0.000863j            -4.99458e-05                  
28.1625                       3.51641e-14                   -2.19721e-27                  0.000001-0.000862j            -4.9688e-05                   
28.1775                       3.45887e-14                   -2.12851e-27                  0.000001-0.000862j            -4.94315e-05                  
28.1925                       3.40226e-14                   -2.06196e-27                  0.000001-0.000862j            -4.91763e-05                  
28.2075                       3.34659e-14                   -1.99748e-27                  0.000001-0.000861j            -4.89224e-05                  
28.2225                       3.29182e-14                   -1.93503e-27                  0.000001-0.000861j            -4.86699e-05                  
28.2375                       3.23795e-14                   -1.87453e-27                  0.000001-0.000860j            -4.84186e-05                  
28.2525                       3.18497e-14                   -1.81592e-27                  0.000001-0.000860j            -4.81687e-05                  
28.2675                       3.13284e-14                   -1.75914e-27                  0.000001-0.000859j            -4.792e-05                    
28.2825                       3.08158e-14                   -1.70414e-27                  0.000001-0.000859j            -4.76726e-05                  
28.2975                       3.03115e-14                   -1.65086e-27                  0.000001-0.000858j            -4.74265e-05                  
28.3125                       2.98154e-14                   -1.59924e-27                  0.000001-0.000858j            -4.71817e-05                  
28.3275                       2.93275e-14                   -1.54924e-27                  0.000001-0.000857j            -4.69381e-05                  
28.3425                       2.88476e-14                   -1.5008e-27                   0.000001-0.000857j            -4.66958e-05                  
28.3575                       2.83755e-14                   -1.45388e-27                  0.000001-0.000856j            -4.64547e-05                  
28.3725                       2.79112e-14                   -1.40843e-27                  0.000001-0.000856j            -4.62149e-05                  
28.3875                       2.74544e-14                   -1.36439e-27                  0.000001-0.000856j            -4.59764e-05                  
28.4025                       2.70051e-14                   -1.32173e-27                  0.000001-0.000855j            -4.5739e-05                   
28.4175                       2.65632e-14                   -1.28041e-27                  0.000001-0.000855j            -4.55029e-05                  
28.4325                       2.61285e-14                   -1.24038e-27                  0.000001-0.000854j            -4.5268e-05                   
28.4475                       2.57009e-14                   -1.2016e-27                   0.000001-0.000854j            -4.50343e-05                  
28.4625                       2.52803e-14                   -1.16403e-27                  0.000001-0.000853j            -4.48018e-05                  
28.4775                       2.48666e-14                   -1.12764e-27                  0.000001-0.000853j            -4.45705e-05                  
28.4925                       2.44597e-14                   -1.09238e-27                  0.000001-0.000852j            -4.43404e-05                  
28.5075                       2.40594e-14                   -1.05823e-27                  0.000001-0.000852j            -4.41115e-05                  
28.5225                       2.36657e-14                   -1.02515e-27                  0.000001-0.000852j            -4.38838e-05                  
28.5375                       2.32784e-14                   -9.93097e-28                  0.000001-0.000851j            -4.36573e-05                  
28.5525                       2.28975e-14                   -9.62049e-28                  0.000001-0.000851j            -4.34319e-05                  
28.5675                       2.25228e-14                   -9.31972e-28                  0.000001-0.000850j            -4.32077e-05                  
28.5825                       2.21542e-14                   -9.02836e-28                  0.000001-0.000850j            -4.29847e-05                  
28.5975                       2.17916e-14                   -8.7461e-28                   0.000001-0.000849j            -4.27628e-05                  
28.6125                       2.1435e-14                    -8.47267e-28                  0.000001-0.000849j            -4.2542e-05                   
28.6275                       2.10843e-14                   -8.20779e-28                  0.000001-0.000848j            -4.23224e-05                  
28.6425                       2.07392e-14                   -7.95119e-28                  0.000001-0.000848j            -4.21039e-05                  
28.6575                       2.03998e-14                   -7.70262e-28                  0.000001-0.000848j            -4.18865e-05                  
28.6725                       2.0066e-14                    -7.46181e-28                  0.000001-0.000847j            -4.16703e-05                  
28.6875                       1.97376e-14                   -7.22854e-28                  0.000001-0.000847j            -4.14551e-05                  
28.7025                       1.94146e-14                   -7.00256e-28                  0.000001-0.000846j            -4.12411e-05                  
28.7175                       1.90969e-14                   -6.78364e-28                  0.000001-0.000846j            -4.10283e-05                  
28.7325                       1.87844e-14                   -6.57157e-28                  0.000001-0.000845j            -4.08165e-05                  
28.7475                       1.8477e-14                    -6.36613e-28                  0.000001-0.000845j            -4.06058e-05                  
28.7625                       1.81746e-14                   -6.16712e-28                  0.000001-0.000844j            -4.03962e-05                  
28.7775                       1.78772e-14                   -5.97432e-28                  0.000001-0.000844j            -4.01876e-05                  
28.7925                       1.75847e-14                   -5.78756e-28                  0.000001-0.000844j            -3.99801e-05                  
28.8075                       1.72969e-14                   -5.60663e-28                  0.000001-0.000843j            -3.97737e-05                  
28.8225                       1.70138e-14                   -5.43136e-28                  0.000001-0.000843j            -3.95684e-05                  
28.8375                       1.67354e-14                   -5.26157e-28                  0.000001-0.000842j            -3.93641e-05                  
28.8525                       1.64615e-14                   -5.09709e-28                  0.000001-0.000842j            -3.91609e-05                  
28.8675                       1.61921e-14                   -4.93775e-28                  0.000001-0.000841j            -3.89587e-05                  
28.8825                       1.59272e-14                   -4.78339e-28                  0.000001-0.000841j            -3.87576e-05                  
28.8975                       1.56665e-14                   -4.63386e-28                  0.000001-0.000840j            -3.85576e-05                  
28.9125                       1.54102e-14                   -4.489e-28                    0.000001-0.000840j            -3.83585e-05                  
28.9275                       1.5158e-14                    -4.34868e-28                  0.000001-0.000840j            -3.81605e-05                  
28.9425                       1.49099e-14                   -4.21274e-28                  0.000001-0.000839j            -3.79635e-05                  
28.9575                       1.46659e-14                   -4.08104e-28                  0.000001-0.000839j            -3.77675e-05                  
28.9725                       1.44259e-14                   -3.95347e-28                  0.000001-0.000838j            -3.75726e-05                  
28.9875                       1.41898e-14                   -3.82989e-28                  0.000001-0.000838j            -3.73786e-05                  
29.0025                       1.39576e-14                   -3.71017e-28                  0.000001-0.000837j            -3.71856e-05                  
29.0175                       1.37292e-14                   -3.59419e-28                  0.000001-0.000837j            -3.69936e-05                  
29.0325                       1.35045e-14                   -3.48184e-28                  0.000001-0.000837j            -3.68027e-05                  
29.0475                       1.32835e-14                   -3.373e-28                    0.000001-0.000836j            -3.66127e-05                  
29.0625                       1.30662e-14                   -3.26756e-28                  0.000001-0.000836j            -3.64237e-05                  
29.0775                       1.28523e-14                   -3.16542e-28                  0.000001-0.000835j            -3.62357e-05                  
29.0925                       1.2642e-14                    -3.06647e-28                  0.000001-0.000835j            -3.60486e-05                  
29.1075                       1.24351e-14                   -2.97062e-28                  0.000001-0.000834j            -3.58625e-05                  
29.1225                       1.22316e-14                   -2.87776e-28                  0.000001-0.000834j            -3.56774e-05                  
29.1375                       1.20315e-14                   -2.78781e-28                  0.000001-0.000834j            -3.54932e-05                  
29.1525                       1.18346e-14                   -2.70066e-28                  0.000001-0.000833j            -3.531e-05                    
29.1675                       1.16409e-14                   -2.61625e-28                  0.000001-0.000833j            -3.51277e-05                  
29.1825                       1.14504e-14                   -2.53447e-28                  0.000001-0.000832j            -3.49463e-05                  
29.1975                       1.1263e-14                    -2.45524e-28                  0.000001-0.000832j            -3.47659e-05                  
29.2125                       1.10787e-14                   -2.3785e-28                   0.000001-0.000831j            -3.45864e-05                  
29.2275                       1.08974e-14                   -2.30415e-28                  0.000001-0.000831j            -3.44079e-05                  
29.2425                       1.07191e-14                   -2.23213e-28                  0.000001-0.000831j            -3.42303e-05                  
29.2575                       1.05437e-14                   -2.16236e-28                  0.000001-0.000830j            -3.40536e-05                  
29.2725                       1.03711e-14                   -2.09477e-28                  0.000001-0.000830j            -3.38778e-05                  
29.2875                       1.02014e-14                   -2.02929e-28                  0.000001-0.000829j            -3.37029e-05                  
29.3025                       1.00345e-14                   -1.96586e-28                  0.000001-0.000829j            -3.35289e-05                  
29.3175                       9.87026e-15                   -1.90442e-28                  0.000001-0.000828j            -3.33558e-05                  
29.3325                       9.70874e-15                   -1.84489e-28                  0.000001-0.000828j            -3.31836e-05                  
29.3475                       9.54986e-15                   -1.78722e-28                  0.000001-0.000828j            -3.30123e-05                  
29.3625                       9.39358e-15                   -1.73136e-28                  0.000001-0.000827j            -3.28419e-05                  
29.3775                       9.23986e-15                   -1.67725e-28                  0.000001-0.000827j            -3.26723e-05                  
29.3925                       9.08865e-15                   -1.62482e-28                  0.000001-0.000826j            -3.25037e-05                  
29.4075                       8.93992e-15                   -1.57404e-28                  0.000001-0.000826j            -3.23359e-05                  
29.4225                       8.79362e-15                   -1.52484e-28                  0.000001-0.000825j            -3.2169e-05                   
29.4375                       8.64972e-15                   -1.47718e-28                  0.000001-0.000825j            -3.20029e-05                  
29.4525                       8.50817e-15                   -1.43101e-28                  0.000001-0.000825j            -3.18377e-05                  
29.4675                       8.36893e-15                   -1.38628e-28                  0.000001-0.000824j            -3.16734e-05                  
29.4825                       8.23198e-15                   -1.34295e-28                  0.000001-0.000824j            -3.15098e-05                  
29.4975                       8.09727e-15                   -1.30098e-28                  0.000001-0.000823j            -3.13472e-05                  
29.5125                       7.96476e-15                   -1.26031e-28                  0.000001-0.000823j            -3.11853e-05                  
29.5275                       7.83442e-15                   -1.22092e-28                  0.000001-0.000823j            -3.10243e-05                  
